from_rushid,to_rushid,label
991,990,Child of
4763,1454,Child of
5476,1454,Child of
5207,6123,Child of
8718,8096,Child of
1696,6824,Child of
8298,7326,Child of
6089,6088,Child of
976,6470,Child of
977,6470,Child of
7302,7303,Child of
6063,6064,Child of
2306,6623,Child of
5678,5676,Child of
5677,5676,Child of
1750,6853,Child of
7311,7314,Child of
2410,5228,Child of
952,7285,Child of
2776,7286,Child of
6011,6012,Child of
6015,6016,Child of
959,6030,Child of
6049,6048,Child of
2775,5423,Child of
965,7299,Child of
928,4476,Child of
7264,4476,Child of
930,798,Child of
654,8450,Child of
1766,6865,Child of
1826,2225,Child of
1867,6862,Child of
661,8160,Child of
7688,936,Child of
2136,936,Child of
5961,5962,Child of
5968,5967,Child of
310,8776,Child of
8744,8039,Child of
7553,939,Child of
9008,7279,Child of
6973,7279,Child of
8021,7611,Child of
6907,6906,Child of
8398,7755,Child of
1346,9085,Child of
2235,9085,Child of
1226,2322,Child of
1836,2309,Child of
2153,2275,Child of
1859,6548,Child of
2294,2293,Child of
2321,2322,Child of
2332,6925,Child of
2343,6928,Child of
4376,4377,Child of
4389,4388,Child of
4452,4453,Child of
4458,4459,Child of
4460,4458,Child of
4465,7925,Child of
4475,4476,Child of
4489,4488,Child of
6894,6893,Child of
6909,2309,Child of
2366,6457,Child of
2368,2369,Child of
2371,4532,Child of
2374,7106,Child of
2403,4613,Child of
2404,4613,Child of
2406,6966,Child of
2417,6968,Child of
2977,8400,Child of
4512,4513,Child of
4539,4538,Child of
4598,4597,Child of
4635,4636,Child of
7486,2377,Child of
7600,2360,Child of
7370,7369,Child of
7851,8050,Child of
1081,2723,Child of
6380,1081,Child of
974,6977,Child of
6465,6464,Child of
764,6465,Child of
1795,2498,Child of
5086,5087,Child of
2352,6933,Child of
8265,791,Child of
5632,5631,Child of
792,6321,Child of
806,7177,Child of
8085,8360,Child of
818,817,Child of
7504,817,Child of
2259,8995,Child of
1039,1037,Child of
7616,2740,Child of
7882,2754,Child of
2071,877,Child of
1877,898,Child of
7862,1877,Child of
898,9049,Child of
8786,1877,Child of
8838,7862,Child of
7718,2914,Child of
844,842,Child of
7206,7205,Child of
852,7206,Child of
5741,5742,Child of
859,7207,Child of
1863,859,Child of
862,7208,Child of
1995,6971,Child of
2183,6990,Child of
4731,4732,Child of
4765,4766,Child of
867,6467,Child of
1823,867,Child of
7212,7217,Child of
7213,7215,Child of
887,7231,Child of
2753,4761,Child of
7885,6639,Child of
8199,9003,Child of
9086,8993,Child of
8363,1371,Child of
3551,2922,Child of
2569,6637,Child of
1073,6659,Child of
6660,6659,Child of
4789,4788,Child of
4791,4790,Child of
4792,4793,Child of
6090,1496,Child of
6990,6991,Child of
4693,9033,Child of
7603,2504,Child of
7694,1796,Child of
7696,2471,Child of
7779,1932,Child of
7981,2498,Child of
7827,2008,Child of
1413,6685,Child of
1414,6685,Child of
1952,1433,Child of
7493,6681,Child of
3599,7455,Child of
1464,6707,Child of
2018,1445,Child of
6712,6711,Child of
1509,6730,Child of
6720,1491,Child of
8757,2206,Child of
3898,3899,Child of
1386,6662,Child of
1258,6586,Child of
3265,3266,Child of
7442,1263,Child of
1272,6589,Child of
1290,6605,Child of
1309,6617,Child of
1784,1455,Child of
21,25,Child of
1164,6532,Child of
6534,793,Child of
6547,6546,Child of
1196,6549,Child of
3202,3201,Child of
6559,1211,Child of
8142,7606,Child of
8621,8177,Child of
1255,1254,Child of
63,119,Child of
36,34,Child of
7695,1344,Child of
1592,6773,Child of
1635,6801,Child of
8425,7794,Child of
1900,6812,Child of
1752,6856,Child of
7999,1746,Child of
26,6907,Child of
7990,1256,Child of
4172,9304,Child of
4495,7859,Child of
8361,2906,Child of
6218,2893,Child of
9279,9053,Child of
358,9279,Child of
1942,2247,Child of
2046,6882,Child of
2229,6877,Child of
2239,6612,Child of
2250,6883,Child of
2256,6885,Child of
2257,6885,Child of
2258,6455,Child of
2260,6456,Child of
4310,4311,Child of
4311,4313,Child of
4333,4334,Child of
6881,6452,Child of
7382,2249,Child of
7384,2247,Child of
7652,2238,Child of
8295,2241,Child of
8359,7755,Child of
2893,4310,Child of
6258,6256,Child of
387,9220,Child of
5919,5918,Child of
7487,1341,Child of
1738,6846,Child of
8206,1873,Child of
2990,2989,Child of
2289,2290,Child of
2348,6930,Child of
4464,7925,Child of
7024,2311,Child of
7385,6548,Child of
6271,6319,Child of
9235,7682,Child of
1022,7335,Child of
2390,6958,Child of
4519,4517,Child of
4531,4533,Child of
7594,2264,Child of
7371,7368,Child of
1932,7646,Child of
2427,9008,Child of
2497,6993,Child of
7413,2426,Child of
2572,2571,Child of
4866,4867,Child of
4868,4872,Child of
4904,4903,Child of
4905,4903,Child of
4913,4912,Child of
4914,4912,Child of
4938,4937,Child of
7000,7001,Child of
7022,7023,Child of
7578,2560,Child of
7589,2565,Child of
8208,2911,Child of
9032,9031,Child of
9031,9030,Child of
1976,7028,Child of
1991,2633,Child of
2054,2640,Child of
2100,7057,Child of
7337,1027,Child of
2601,2600,Child of
2602,7036,Child of
5134,5135,Child of
5201,5202,Child of
5213,7968,Child of
5220,5219,Child of
5227,5228,Child of
7030,7031,Child of
7033,7034,Child of
7035,7034,Child of
7036,7034,Child of
7072,7071,Child of
7571,2877,Child of
7601,7054,Child of
7620,2607,Child of
8060,2662,Child of
8156,8339,Child of
8323,2639,Child of
8339,2662,Child of
8423,8702,Child of
8803,8702,Child of
9038,5265,Child of
7329,1000,Child of
992,6472,Child of
8718,6347,Child of
2191,7327,Child of
2858,7328,Child of
8066,7328,Child of
7530,999,Child of
7917,7024,Child of
7799,961,Child of
8648,7911,Child of
7089,7090,Child of
2249,6740,Child of
6528,6529,Child of
7086,7088,Child of
2706,3168,Child of
8625,1999,Child of
1999,2705,Child of
8809,8864,Child of
2697,7084,Child of
5247,5248,Child of
2684,7082,Child of
2683,7082,Child of
5242,5248,Child of
5244,5248,Child of
7648,1947,Child of
5638,2844,Child of
8016,2866,Child of
5683,5684,Child of
9397,1067,Child of
894,9027,Child of
7630,2568,Child of
7651,2540,Child of
7215,7214,Child of
9552,4460,Child of
9738,5344,Child of
1928,7045,Child of
1943,7273,Child of
1014,7334,Child of
7638,1014,Child of
2061,7334,Child of
5129,1441,Child of
3060,3058,Child of
3056,3054,Child of
3055,3058,Child of
3055,3059,Child of
8318,7331,Child of
1714,2568,Child of
1304,4573,Child of
18,19,Child of
1371,3236,Child of
2022,1559,Child of
6121,6120,Child of
6117,6116,Child of
7845,7510,Child of
5747,5748,Child of
5746,5748,Child of
2853,7313,Child of
2854,7313,Child of
2855,7314,Child of
5984,5983,Child of
8531,7880,Child of
8949,8335,Child of
8335,7614,Child of
7614,4137,Child of
7613,4137,Child of
1554,6444,Child of
821,9115,Child of
809,7184,Child of
7867,1801,Child of
3014,7180,Child of
7869,2620,Child of
3313,6442,Child of
1545,6442,Child of
1543,6442,Child of
5691,7191,Child of
2541,2540,Child of
5117,7024,Child of
834,833,Child of
2866,834,Child of
8073,834,Child of
837,7195,Child of
1475,4119,Child of
896,9049,Child of
2754,4761,Child of
2080,1818,Child of
2057,7520,Child of
7379,1768,Child of
4533,4532,Child of
9747,324,Child of
9761,6426,Child of
9809,138,Child of
9852,8481,Child of
9871,8800,Child of
9924,543,Child of
9986,2933,Child of
10134,599,Child of
10146,601,Child of
10248,4966,Child of
10204,5020,Child of
10226,363,Child of
10234,9352,Child of
1469,10357,Child of
10342,1804,Child of
370,8504,Child of
10586,3324,Child of
10469,173,Child of
10590,10088,Child of
2056,2720,Child of
5962,5961,Parent of
6612,2239,Parent of
6662,1385,Parent of
6662,2899,Parent of
6668,1400,Parent of
6670,2810,Parent of
6671,2814,Parent of
2623,2622,Parent of
8995,8996,Parent of
8997,1395,Parent of
1409,7494,Parent of
1424,1425,Parent of
1433,1952,Parent of
1856,8841,Parent of
1873,8206,Parent of
2839,2838,Parent of
2840,1403,Parent of
3649,3650,Parent of
6438,1414,Parent of
6681,7493,Parent of
6686,6687,Parent of
7679,7497,Parent of
9003,1873,Parent of
7455,3599,Parent of
6618,7801,Parent of
6618,8151,Parent of
1309,2073,Parent of
6437,1311,Parent of
6437,6618,Parent of
6617,6437,Parent of
7617,7468,Parent of
8304,8932,Parent of
6284,25,Parent of
8363,8174,Parent of
8174,8979,Parent of
1489,7682,Parent of
1491,6720,Parent of
1507,1506,Parent of
6698,7617,Parent of
6723,1495,Parent of
7680,7996,Parent of
3201,3202,Parent of
6434,1227,Parent of
6549,1195,Parent of
6551,6552,Parent of
1439,7897,Parent of
1687,1688,Parent of
1687,2118,Parent of
1688,7399,Parent of
2224,1668,Parent of
2224,1667,Parent of
2392,3929,Parent of
1222,7441,Parent of
1445,2018,Parent of
1457,9090,Parent of
1460,1461,Parent of
2018,8304,Parent of
3663,3662,Parent of
3680,1468,Parent of
3712,3714,Parent of
6693,1439,Parent of
6707,6706,Parent of
6707,1464,Parent of
6711,1480,Parent of
6711,6712,Parent of
1379,1378,Parent of
4006,4005,Parent of
4095,4096,Parent of
6449,1647,Parent of
7794,8425,Parent of
6767,6766,Parent of
6769,6768,Parent of
6771,1591,Parent of
6773,1592,Parent of
6778,1595,Parent of
6780,2089,Parent of
6793,1625,Parent of
6794,1628,Parent of
6799,1631,Parent of
7406,1866,Parent of
3787,3786,Parent of
3787,3785,Parent of
3820,3822,Parent of
6440,1526,Parent of
6482,1821,Parent of
3765,3766,Parent of
6482,1494,Parent of
6722,2167,Parent of
8782,276,Parent of
9294,9295,Parent of
2771,1362,Parent of
9038,2608,Parent of
9038,1020,Parent of
5265,3992,Parent of
5265,1018,Parent of
6735,1518,Parent of
6739,6740,Parent of
6740,2249,Parent of
9259,562,Parent of
3416,9092,Parent of
1546,1547,Parent of
1549,1550,Parent of
3864,3865,Parent of
3903,3904,Parent of
6442,1543,Parent of
6442,1545,Parent of
6443,1551,Parent of
1369,1368,Parent of
1398,1397,Parent of
2008,7827,Parent of
2135,7747,Parent of
222,223,Parent of
5778,4010,Parent of
3899,3898,Parent of
3535,3534,Parent of
6653,6655,Parent of
2077,7440,Parent of
3235,3236,Parent of
3266,3265,Parent of
6583,1246,Parent of
6585,1250,Parent of
6586,1258,Parent of
6614,1301,Parent of
8641,8774,Parent of
1830,3092,Parent of
1830,8657,Parent of
1701,1770,Parent of
1724,1723,Parent of
1730,7663,Parent of
1736,7604,Parent of
1737,1736,Parent of
4458,4460,Parent of
1348,1349,Parent of
3478,3479,Parent of
7019,1364,Parent of
4140,2703,Parent of
4166,4163,Parent of
4648,1706,Parent of
6821,1690,Parent of
6821,1691,Parent of
6822,1692,Parent of
6828,2198,Parent of
1706,1707,Parent of
6833,6834,Parent of
6841,6842,Parent of
6843,7856,Parent of
7663,1778,Parent of
8968,318,Parent of
1746,7999,Parent of
9005,9006,Parent of
1595,1596,Parent of
1595,3957,Parent of
2225,1826,Parent of
2338,7376,Parent of
6451,2224,Parent of
6654,4253,Parent of
6851,6850,Parent of
6851,1745,Parent of
6852,1749,Parent of
6852,1748,Parent of
6853,1750,Parent of
6856,1752,Parent of
6856,7662,Parent of
6862,1867,Parent of
3843,3842,Parent of
7611,8021,Parent of
9024,2471,Parent of
9111,2659,Parent of
9403,8285,Parent of
6473,6430,Parent of
7355,1057,Parent of
1056,8421,Parent of
1056,7733,Parent of
1053,5296,Parent of
8387,6283,Parent of
1043,1044,Parent of
2508,1793,Parent of
2513,2514,Parent of
2540,2541,Parent of
2540,2880,Parent of
2549,8131,Parent of
2560,7578,Parent of
2565,7589,Parent of
2568,2566,Parent of
2568,7630,Parent of
2580,7829,Parent of
2911,8208,Parent of
4810,4809,Parent of
4852,4853,Parent of
4852,4851,Parent of
1272,7597,Parent of
7406,2062,Parent of
9038,1019,Parent of
3092,3093,Parent of
8139,8821,Parent of
1037,1039,Parent of
1037,1038,Parent of
1036,7529,Parent of
8789,9389,Parent of
9027,9028,Parent of
9031,9032,Parent of
9033,2570,Parent of
9030,9031,Parent of
2633,2632,Parent of
2633,1991,Parent of
2639,8323,Parent of
2640,2054,Parent of
2662,8060,Parent of
2672,2671,Parent of
2877,7571,Parent of
5039,5038,Parent of
5053,5054,Parent of
5080,5079,Parent of
5087,5086,Parent of
5123,5124,Parent of
6846,1738,Parent of
4648,4647,Parent of
7273,5057,Parent of
5288,9433,Parent of
8864,8809,Parent of
2699,8864,Parent of
2698,8027,Parent of
21,23,Parent of
5248,5245,Parent of
5248,5247,Parent of
5248,5244,Parent of
5248,5242,Parent of
7078,2677,Parent of
1273,1951,Parent of
6451,2225,Parent of
5587,729,Parent of
7154,737,Parent of
740,8498,Parent of
6021,5524,Parent of
5525,5526,Parent of
6602,1547,Parent of
2175,6498,Parent of
743,2175,Parent of
743,2146,Parent of
1461,5542,Parent of
5548,5547,Parent of
9043,750,Parent of
2027,7953,Parent of
5556,5555,Parent of
5569,5561,Parent of
8182,2942,Parent of
1304,1303,Parent of
6362,6395,Parent of
1173,7661,Parent of
1182,1179,Parent of
1182,1181,Parent of
3059,3060,Parent of
6865,1766,Parent of
6431,1155,Parent of
6508,6509,Parent of
6532,1164,Parent of
6533,793,Parent of
6546,6547,Parent of
1198,1199,Parent of
6567,6568,Parent of
1254,2903,Parent of
1254,1255,Parent of
6435,1289,Parent of
6589,1272,Parent of
6594,8008,Parent of
34,36,Parent of
8361,119,Parent of
1838,5934,Parent of
3030,3029,Parent of
6808,1650,Parent of
761,762,Parent of
25,22,Parent of
729,6337,Parent of
803,2192,Parent of
1110,1111,Parent of
1121,2005,Parent of
1989,6353,Parent of
2988,2987,Parent of
3021,3022,Parent of
3026,3025,Parent of
1196,2081,Parent of
6286,6328,Parent of
6614,1302,Parent of
6615,1306,Parent of
8988,1275,Parent of
8989,1297,Parent of
8990,8991,Parent of
1833,7488,Parent of
2102,2200,Parent of
2102,7764,Parent of
1436,1437,Parent of
1344,7695,Parent of
3446,3447,Parent of
6619,1332,Parent of
6627,6628,Parent of
6632,1241,Parent of
6639,2181,Parent of
6639,8199,Parent of
6639,7885,Parent of
6644,1359,Parent of
6645,2900,Parent of
6602,1542,Parent of
1611,1610,Parent of
4503,4502,Parent of
6925,2332,Parent of
7752,8464,Parent of
7925,4464,Parent of
7925,4465,Parent of
9017,9153,Parent of
9103,9018,Parent of
9178,9153,Parent of
767,2128,Parent of
2620,7869,Parent of
979,978,Parent of
979,7548,Parent of
5646,5645,Parent of
2474,1830,Parent of
6548,1859,Parent of
6548,7385,Parent of
1789,6376,Parent of
6321,1103,Parent of
6321,792,Parent of
4532,4533,Parent of
2338,7377,Parent of
8233,9438,Parent of
6318,1098,Parent of
6318,7027,Parent of
6316,1097,Parent of
6399,95,Parent of
1096,1829,Parent of
9117,893,Parent of
7335,1022,Parent of
1093,1094,Parent of
1822,8549,Parent of
7798,8940,Parent of
4636,4635,Parent of
8400,2977,Parent of
1807,7577,Parent of
2264,7594,Parent of
6254,6253,Parent of
6302,1135,Parent of
7166,774,Parent of
7368,7371,Parent of
2443,2444,Parent of
2447,2449,Parent of
2462,2463,Parent of
2471,7696,Parent of
2487,1964,Parent of
2490,2489,Parent of
2504,7603,Parent of
783,8874,Parent of
774,3950,Parent of
3706,3705,Parent of
1964,8069,Parent of
2844,5638,Parent of
4690,4691,Parent of
4716,4717,Parent of
4725,4727,Parent of
6992,2488,Parent of
5637,5636,Parent of
7177,806,Parent of
2608,1990,Parent of
1067,7627,Parent of
2115,7784,Parent of
7358,1065,Parent of
7665,7954,Parent of
6474,1060,Parent of
1062,7746,Parent of
7359,1530,Parent of
9006,1534,Parent of
9007,1562,Parent of
3903,3987,Parent of
1624,1622,Parent of
1587,1588,Parent of
3017,3016,Parent of
6765,1580,Parent of
1587,1586,Parent of
1654,7650,Parent of
1659,1660,Parent of
6812,1900,Parent of
6814,1666,Parent of
1708,1962,Parent of
1719,1718,Parent of
1030,2857,Parent of
9042,2661,Parent of
9110,2626,Parent of
9419,5106,Parent of
9421,5157,Parent of
6172,6171,Parent of
9030,2619,Parent of
6166,6167,Parent of
5219,5220,Parent of
7453,5219,Parent of
6163,1015,Parent of
1000,7329,Parent of
7273,1943,Parent of
6120,6121,Parent of
5748,5747,Parent of
1589,1590,Parent of
1589,1868,Parent of
7755,8359,Parent of
1186,1857,Parent of
4716,3530,Parent of
7321,1806,Parent of
1806,7607,Parent of
990,991,Parent of
7322,990,Parent of
6472,992,Parent of
1454,4763,Parent of
1454,5476,Parent of
7106,2374,Parent of
8096,8718,Parent of
6347,8718,Parent of
4140,4137,Parent of
6088,6089,Parent of
6470,976,Parent of
6470,977,Parent of
978,7643,Parent of
7303,7302,Parent of
3899,3897,Parent of
6064,6063,Parent of
6712,8337,Parent of
6712,1974,Parent of
6623,2306,Parent of
5676,5677,Parent of
5676,5678,Parent of
7285,952,Parent of
7286,2776,Parent of
6016,6015,Parent of
6030,959,Parent of
6048,6049,Parent of
5423,2775,Parent of
6034,4039,Parent of
7299,965,Parent of
4476,928,Parent of
4476,7264,Parent of
798,930,Parent of
8450,654,Parent of
5699,1341,Parent of
1768,7379,Parent of
8160,661,Parent of
936,7688,Parent of
936,2136,Parent of
5967,5968,Parent of
8776,310,Parent of
2507,4808,Parent of
939,7553,Parent of
7279,6973,Parent of
7279,9008,Parent of
6537,1166,Parent of
6535,6537,Parent of
1345,1875,Parent of
1794,7427,Parent of
1859,5485,Parent of
1924,8239,Parent of
1946,8278,Parent of
2290,7685,Parent of
2293,2294,Parent of
2307,7771,Parent of
2311,7024,Parent of
2322,2321,Parent of
2322,1226,Parent of
4368,2275,Parent of
4388,4389,Parent of
4453,4452,Parent of
4476,4475,Parent of
4488,4489,Parent of
6893,6894,Parent of
6928,2343,Parent of
6930,2348,Parent of
6933,2352,Parent of
2360,7600,Parent of
2369,2023,Parent of
2379,7670,Parent of
4513,4512,Parent of
4517,4519,Parent of
4532,2371,Parent of
4538,4539,Parent of
4584,4583,Parent of
4590,4589,Parent of
4597,4598,Parent of
4613,2403,Parent of
6457,2366,Parent of
6949,2377,Parent of
6966,2406,Parent of
6968,2417,Parent of
7368,7373,Parent of
7369,7370,Parent of
8050,7851,Parent of
1081,6380,Parent of
1496,6090,Parent of
6464,6465,Parent of
6464,7162,Parent of
6465,7161,Parent of
6465,764,Parent of
764,6479,Parent of
9438,8802,Parent of
7171,782,Parent of
3705,3949,Parent of
6672,6714,Parent of
791,8265,Parent of
8360,8085,Parent of
817,818,Parent of
7592,8481,Parent of
5670,5669,Parent of
4761,2753,Parent of
2754,7518,Parent of
2740,7616,Parent of
877,2071,Parent of
1877,8786,Parent of
898,1877,Parent of
898,7935,Parent of
7862,8838,Parent of
842,844,Parent of
7205,7206,Parent of
7206,852,Parent of
5742,5741,Parent of
859,1863,Parent of
7208,862,Parent of
2206,8575,Parent of
2206,8757,Parent of
2426,7413,Parent of
6467,867,Parent of
867,1823,Parent of
7214,7215,Parent of
7231,887,Parent of
8993,9086,Parent of
8994,2771,Parent of
2922,3551,Parent of
6637,2569,Parent of
1150,1387,Parent of
6659,6660,Parent of
6661,1384,Parent of
4782,4783,Parent of
4788,4789,Parent of
4793,4792,Parent of
6971,1995,Parent of
6977,974,Parent of
6979,2445,Parent of
6990,2183,Parent of
6991,6990,Parent of
6992,2490,Parent of
6993,2498,Parent of
6993,2497,Parent of
7412,8836,Parent of
7646,2454,Parent of
6662,1386,Parent of
1408,8345,Parent of
2930,223,Parent of
6677,2831,Parent of
8852,9311,Parent of
9002,2835,Parent of
6437,1310,Parent of
6439,1522,Parent of
1552,1553,Parent of
1263,7442,Parent of
3225,3226,Parent of
3247,3294,Parent of
1785,8075,Parent of
6302,6303,Parent of
6369,6368,Parent of
1145,1144,Parent of
2110,7455,Parent of
3059,3057,Parent of
6512,6511,Parent of
3129,3128,Parent of
3210,3212,Parent of
6605,1290,Parent of
119,63,Parent of
23,24,Parent of
1110,1109,Parent of
1833,7619,Parent of
3477,3476,Parent of
6635,1339,Parent of
6762,1573,Parent of
9092,1563,Parent of
5284,5285,Parent of
1679,1680,Parent of
4006,4007,Parent of
6448,1598,Parent of
6801,1635,Parent of
7649,8251,Parent of
1737,6845,Parent of
6821,1689,Parent of
1135,6383,Parent of
1737,5233,Parent of
9012,1742,Parent of
9013,6850,Parent of
9013,1743,Parent of
6906,6907,Parent of
6907,26,Parent of
1256,7990,Parent of
9304,4172,Parent of
7859,4495,Parent of
2906,8361,Parent of
2893,6218,Parent of
9053,9279,Parent of
9279,358,Parent of
6659,1073,Parent of
2238,7652,Parent of
2247,1942,Parent of
2247,7384,Parent of
2249,7382,Parent of
4311,4310,Parent of
4334,4333,Parent of
6455,2258,Parent of
6456,2260,Parent of
6877,2229,Parent of
6882,2046,Parent of
6883,2250,Parent of
6885,2257,Parent of
6885,2256,Parent of
7755,8398,Parent of
6256,6258,Parent of
4313,4311,Parent of
9220,387,Parent of
5918,5919,Parent of
6546,1185,Parent of
4867,4866,Parent of
7487,7858,Parent of
3058,3057,Parent of
8206,8852,Parent of
6533,832,Parent of
793,6534,Parent of
9085,1346,Parent of
9085,1345,Parent of
2309,1836,Parent of
8984,1174,Parent of
2723,1081,Parent of
2449,2448,Parent of
4732,4731,Parent of
4790,4791,Parent of
9008,2427,Parent of
6430,1845,Parent of
2571,2572,Parent of
4872,4868,Parent of
4903,4904,Parent of
4903,4905,Parent of
4912,4913,Parent of
4912,4914,Parent of
7001,7000,Parent of
7004,2549,Parent of
7018,2578,Parent of
7023,7022,Parent of
7416,8130,Parent of
9210,476,Parent of
9254,484,Parent of
1026,7984,Parent of
2600,2601,Parent of
2602,7035,Parent of
2607,7620,Parent of
5131,5130,Parent of
5135,5134,Parent of
5202,5201,Parent of
5228,5227,Parent of
1027,7337,Parent of
5265,9038,Parent of
5265,9037,Parent of
6460,2647,Parent of
7028,1976,Parent of
7031,7030,Parent of
7034,7036,Parent of
7036,2602,Parent of
7045,1928,Parent of
7054,7601,Parent of
7057,2100,Parent of
7968,5213,Parent of
8339,8156,Parent of
8569,9381,Parent of
8702,8423,Parent of
8702,8803,Parent of
9041,9110,Parent of
2997,6694,Parent of
7331,8318,Parent of
7326,8298,Parent of
9025,2472,Parent of
7327,2191,Parent of
7328,2858,Parent of
7328,8066,Parent of
999,7530,Parent of
7024,5117,Parent of
7024,7917,Parent of
6012,6011,Parent of
7911,8648,Parent of
7090,7089,Parent of
6529,6528,Parent of
7088,7086,Parent of
3168,2706,Parent of
1999,8625,Parent of
2705,1999,Parent of
8335,8949,Parent of
5040,2043,Parent of
2699,7610,Parent of
4937,4938,Parent of
7084,7083,Parent of
7084,2697,Parent of
7082,2683,Parent of
7082,2684,Parent of
7071,7072,Parent of
1947,7648,Parent of
5631,5632,Parent of
5684,5683,Parent of
1877,7862,Parent of
2914,7718,Parent of
1076,1077,Parent of
1067,9397,Parent of
7215,7213,Parent of
4459,4458,Parent of
4533,4531,Parent of
324,9747,Parent of
8481,9852,Parent of
599,10134,Parent of
4766,4765,Parent of
9027,894,Parent of
7341,7343,Parent of
7341,1031,Parent of
7334,1014,Parent of
7334,2061,Parent of
1014,7638,Parent of
1441,5129,Parent of
1013,7333,Parent of
3059,3055,Parent of
3058,3055,Parent of
3058,3060,Parent of
3054,3056,Parent of
2568,1714,Parent of
4573,1304,Parent of
19,18,Parent of
3236,1371,Parent of
1371,8363,Parent of
8592,150,Parent of
6116,6117,Parent of
7510,7845,Parent of
5748,5746,Parent of
5355,1507,Parent of
7313,2854,Parent of
7313,2853,Parent of
7314,7311,Parent of
7314,2855,Parent of
6685,1413,Parent of
6785,6786,Parent of
4793,3872,Parent of
948,949,Parent of
5228,2410,Parent of
7880,8531,Parent of
7614,8335,Parent of
4137,7614,Parent of
4137,7613,Parent of
5040,1555,Parent of
6444,1554,Parent of
7184,809,Parent of
9115,821,Parent of
6440,6745,Parent of
7180,3014,Parent of
817,7504,Parent of
6442,3313,Parent of
3313,1542,Parent of
8995,2259,Parent of
1559,2022,Parent of
833,834,Parent of
834,2866,Parent of
834,8073,Parent of
2866,8016,Parent of
7027,6317,Parent of
7195,837,Parent of
4119,1475,Parent of
9049,1938,Parent of
1341,7487,Parent of
4761,2754,Parent of
7207,859,Parent of
4460,9552,Parent of
5344,9738,Parent of
6426,9761,Parent of
138,9809,Parent of
8800,9871,Parent of
543,9924,Parent of
2933,9986,Parent of
601,10146,Parent of
4966,10248,Parent of
5020,10204,Parent of
363,10226,Parent of
9352,10234,Parent of
10357,1469,Parent of
1804,10342,Parent of
10366,6231,Parent of
8504,370,Parent of
3324,10586,Parent of
173,10469,Parent of
10088,10590,Parent of
2720,2056,Parent of
2909,1629,Nibling of
1120,6295,Nibling of
6665,2922,Nibling of
6667,6666,Nibling of
6295,6294,Nibling of
8996,6659,Nibling of
8997,6666,Nibling of
2817,6672,Nibling of
9000,9001,Nibling of
8151,1310,Nibling of
7801,1310,Nibling of
7801,1311,Nibling of
6618,1309,Nibling of
1310,1309,Nibling of
2073,6437,Nibling of
1496,1495,Nibling of
7468,7617,Nibling of
1786,1498,Nibling of
6556,6557,Nibling of
6566,6560,Nibling of
1439,6693,Nibling of
1688,6820,Nibling of
3662,3664,Nibling of
6694,6695,Nibling of
1020,9037,Nibling of
1020,3992,Nibling of
1020,1018,Nibling of
6446,6447,Nibling of
7399,2118,Nibling of
1523,1524,Nibling of
3766,3767,Nibling of
7649,2891,Nibling of
1019,9037,Nibling of
1019,1018,Nibling of
1742,6849,Nibling of
1743,6851,Nibling of
2608,1018,Nibling of
3853,3852,Nibling of
3904,3985,Nibling of
3528,3527,Nibling of
3528,3529,Nibling of
3530,3527,Nibling of
3530,3529,Nibling of
2768,3273,Nibling of
3302,3300,Nibling of
3093,8657,Nibling of
1731,7147,Nibling of
1971,6823,Nibling of
1096,6313,Nibling of
1744,6851,Nibling of
1902,1761,Nibling of
1031,7342,Nibling of
4212,6450,Nibling of
7662,742,Nibling of
1044,1045,Nibling of
6189,4304,Nibling of
2559,7007,Nibling of
2566,2567,Nibling of
4809,2507,Nibling of
2608,3992,Nibling of
1349,2458,Nibling of
1348,6557,Nibling of
4089,6452,Nibling of
2647,7058,Nibling of
2659,9404,Nibling of
1696,1695,Nibling of
8864,2912,Nibling of
8809,7610,Nibling of
7610,2912,Nibling of
1689,6841,Nibling of
1691,6841,Nibling of
1690,6841,Nibling of
2679,7080,Nibling of
2218,6871,Nibling of
7191,7193,Nibling of
1445,7193,Nibling of
7070,1739,Nibling of
1542,1543,Nibling of
1542,1545,Nibling of
1787,1544,Nibling of
1787,4743,Nibling of
1547,4743,Nibling of
1547,1544,Nibling of
6498,2146,Nibling of
1951,1647,Nibling of
5566,5564,Nibling of
1284,1285,Nibling of
1288,1287,Nibling of
1288,1286,Nibling of
1289,6604,Nibling of
1311,1309,Nibling of
1167,6533,Nibling of
2186,9003,Nibling of
5563,5564,Nibling of
5565,5564,Nibling of
7161,7162,Nibling of
1123,1665,Nibling of
1125,1665,Nibling of
2988,2989,Nibling of
3011,3012,Nibling of
9092,3415,Nibling of
1345,1347,Nibling of
1346,1347,Nibling of
3987,3986,Nibling of
2268,6314,Nibling of
9020,9103,Nibling of
764,7162,Nibling of
6479,2572,Nibling of
6479,7161,Nibling of
1174,6542,Nibling of
7643,7548,Nibling of
2474,2473,Nibling of
7024,6915,Nibling of
7024,5118,Nibling of
5485,7385,Nibling of
1738,4438,Nibling of
1752,742,Nibling of
1100,840,Nibling of
1103,6322,Nibling of
6403,6412,Nibling of
6905,16,Nibling of
1098,6316,Nibling of
7027,6316,Nibling of
6317,1098,Nibling of
1097,6318,Nibling of
1095,6313,Nibling of
1096,6312,Nibling of
1095,6312,Nibling of
9117,2311,Nibling of
893,2464,Nibling of
8940,7917,Nibling of
4512,6676,Nibling of
6261,6263,Nibling of
6261,6262,Nibling of
