from_politician_id,from_name,from_rushid,to_politician_id,to_name,to_rushid,relation,source
Q5346601,Edwin Lascelles,4656,Q8014327,William Lascelles,,sibling,wikidata
Q332572,Edwin Samuel Montagu,7869,Q334290,"Samuel Montagu, 1st Baron Swaythling",,father,wikidata
Q5347780,"Egerton Hubbard, 2nd Baron Addington",2321,Q6240199,"John Hubbard, 1st Baron Addington",,father,wikidata
Q5347780,"Egerton Hubbard, 2nd Baron Addington",2321,Q5416349,Evelyn Hubbard,,sibling,wikidata
Q333992,Eleanor Rathbone,8498,Q8017389,William Rathbone,,father,wikidata
Q5361224,Eliot Crawshay-Williams,3624,Q4799273,Arthur John Williams,,father,wikidata
Q5361267,Eliot Yorke,6322,Q6249777,Joseph Sydney Yorke,,father,wikidata
Q5361267,Eliot Yorke,6322,Q337983,"Charles Yorke, 5th Earl of Hardwicke",,nephew/niece,wikidata
Q5361267,Eliot Yorke,6322,Q5365591,Elliot Yorke,,nephew/niece,wikidata
Q5361267,Eliot Yorke,6322,Q5083776,"Charles Yorke, 4th Earl of Hardwicke",,sibling,wikidata
Q5365591,Elliot Yorke,1103,Q5083776,"Charles Yorke, 4th Earl of Hardwicke",,father,wikidata
Q5365591,Elliot Yorke,1103,Q6249777,Joseph Sydney Yorke,,grandparent,wikidata
Q5365591,Elliot Yorke,1103,Q337983,"Charles Yorke, 5th Earl of Hardwicke",,sibling,wikidata
Q5365591,Elliot Yorke,1103,Q5361267,Eliot Yorke,,uncle/aunt,wikidata
Q5365837,Ellis Ashmead-Bartlett,1989,Q5365836,Ellis Ashmead-Bartlett,,child,wikidata
Q5365836,Ellis Ashmead-Bartlett,6353,Q5365837,Ellis Ashmead-Bartlett,,father,wikidata
Q5365837,Ellis Ashmead-Bartlett,1989,Q8006140,William Burdett-Coutts,,sibling,wikidata
Q5365871,Ellis Cunliffe Lister,4725,Q26255125,William Lister,,child,wikidata
Q333639,"Emlyn Hooson, Baron Hooson",4407,Q7816227,Tom Hooson,4408,cousin,rush
Q334097,Emma Nicholson,9381,Q7526990,"Sir Godfrey Nicholson, 1st Baronet",,father,wikidata
Q959198,Eric Geddes,4079,Q337671,"Auckland Geddes, 1st Baron Geddes",,sibling,wikidata
Q5392782,"Ernest Beckett, 2nd Baron Grimthorpe",1974,Q8005295,William Beckett-Denison,,father,wikidata
Q5392782,"Ernest Beckett, 2nd Baron Grimthorpe",1974,Q7526465,"Sir Edmund Beckett, 4th Baronet",,grandparent,wikidata
Q5392782,"Ernest Beckett, 2nd Baron Grimthorpe",1974,Q5553468,Gervase Beckett,,sibling,wikidata
Q5392782,"Ernest Beckett, 2nd Baron Grimthorpe",1974,Q5111934,Christopher Beckett Denison,,uncle/aunt,wikidata
Q5393606,Ernest Bennett,7880,Q5496992,Frederic Bennett,,child,wikidata
Q5392837,"Ernest Brudenell-Bruce, 3rd Marquess of Ailesbury",1287,Q13529854,"Henry Brudenell-Bruce, 5th Marquess of Ailesbury",,child,wikidata
Q5392837,"Ernest Brudenell-Bruce, 3rd Marquess of Ailesbury",1287,Q6679038,Lord Charles Bruce,,sibling,wikidata
Q6814689,"Ernest Edgcumbe, 3rd Earl of Mount Edgcumbe",,Q8008387,"William Edgcumbe, 4th Earl of Mount Edgcumbe",,child,wikidata
Q333326,"Estelle Morris, Baroness Morris of Yardley",518,Q5081098,Charles Morris,,father,wikidata
Q1241117,"Eustace Percy, 1st Baron Percy of Newcastle",7882,Q762750,"Henry Percy, 7th Duke of Northumberland",,father,wikidata
Q1241117,"Eustace Percy, 1st Baron Percy of Newcastle",7882,Q337686,"Algernon Percy, 6th Duke of Northumberland",,grandparent,wikidata
Q1241117,"Eustace Percy, 1st Baron Percy of Newcastle",7882,Q5726862,"Henry Percy, Earl Percy",,sibling,wikidata
Q1241117,"Eustace Percy, 1st Baron Percy of Newcastle",7882,Q6678906,Lord Algernon Percy,,uncle/aunt,wikidata
Q1147508,Evelyn Ashley,1135,Q13529783,"Wilfrid Ashley, 1st Baron Mount Temple",,child,wikidata
Q1147508,Evelyn Ashley,1135,Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",,father,wikidata
Q1147508,Evelyn Ashley,1135,Q4772029,"Anthony Ashley-Cooper, 8th Earl of Shaftesbury",,sibling,wikidata
Q5416293,"Evelyn Cecil, 1st Baron Rockley",7885,Q6679229,Lord Eustace Cecil,,father,wikidata
Q5416313,"Evelyn Emmet, Baroness Emmet of Amberley",3878,Q334511,"Rennell Rodd, 1st Baron Rennell",,father,wikidata
Q5416349,Evelyn Hubbard,1226,Q6240199,"John Hubbard, 1st Baron Addington",,father,wikidata
Q5416349,Evelyn Hubbard,1226,Q5347780,"Egerton Hubbard, 2nd Baron Addington",,sibling,wikidata
Q5416443,Evelyn John Shirley,7205,Q5416444,Evelyn Philip Shirley,,child,wikidata
Q5416443,Evelyn John Shirley,7205,Q7458155,Sewallis Shirley,,grandchild,wikidata
Q5416444,Evelyn Philip Shirley,7206,Q7458155,Sewallis Shirley,,child,wikidata
Q5416444,Evelyn Philip Shirley,7206,Q5416443,Evelyn John Shirley,,father,wikidata
Q63929463,Fay Jones,10234,Q5623626,Gwilym Jones,,father,wikidata
Q5442169,Felix Cobbold,2899,Q6226459,John Cobbold,,father,wikidata
Q5442169,Felix Cobbold,2899,Q7788487,Thomas Cobbold,,sibling,wikidata
Q5442169,Felix Cobbold,2899,Q6226460,John Cobbold,,sibling,wikidata
Q5455737,Fitzstephen French,1649,Q4798751,"Arthur French, 1st Baron de Freyne",,sibling,wikidata
Q333304,"Fox Maule-Ramsay, 11th Earl of Dalhousie",4955,Q333117,"James Broun-Ramsay, 1st Marquess of Dalhousie",9114,cousin,rush
Q333304,"Fox Maule-Ramsay, 11th Earl of Dalhousie",4955,Q8015248,"William Maule, 1st Baron Panmure",,father,wikidata
Q333304,"Fox Maule-Ramsay, 11th Earl of Dalhousie",4955,Q11806802,Lauderdale Maule,,sibling,wikidata
Q5478591,"Frances Davidson, Viscountess Davidson",9235,Q5621480,"Willoughby Dickinson, 1st Baron Dickinson",,father,wikidata
Q5478591,"Frances Davidson, Viscountess Davidson",9235,Q7442401,Sebastian Dickinson,,grandparent,wikidata
Q5479943,Francis Aglionby,2984,Q5717137,Henry Aglionby Aglionby,2983,cousin,rush
Q3750914,"Francis Baring, 1st Baron Northbrook",6535,Q337771,"Thomas Baring, 1st Earl of Northbrook",,child,wikidata
Q3750914,"Francis Baring, 1st Baron Northbrook",6535,Q7529038,"Sir Thomas Baring, 2nd Baronet",,father,wikidata
Q3750914,"Francis Baring, 1st Baron Northbrook",6535,Q5480132,"Francis Baring, 2nd Earl of Northbrook",,grandchild,wikidata
Q3750914,"Francis Baring, 1st Baron Northbrook",6535,Q7787384,Thomas Baring,,sibling,wikidata
Q5480132,"Francis Baring, 2nd Earl of Northbrook",1166,Q337771,"Thomas Baring, 1st Earl of Northbrook",,father,wikidata
Q5480132,"Francis Baring, 2nd Earl of Northbrook",1166,Q3750914,"Francis Baring, 1st Baron Northbrook",,grandparent,wikidata
Q5480129,"Francis Baring, 3rd Baron Ashburton",793,Q4718311,"Alexander Baring, 4th Baron Ashburton",,child,wikidata
Q5480129,"Francis Baring, 3rd Baron Ashburton",793,Q652514,"Alexander Baring, 1st Baron Ashburton",,father,wikidata
Q5480129,"Francis Baring, 3rd Baron Ashburton",793,Q5622068,Guy Baring,,grandchild,wikidata
Q5480129,"Francis Baring, 3rd Baron Ashburton",793,Q4914194,"Bingham Baring, 2nd Baron Ashburton",,sibling,wikidata
Q5480202,"Francis Berkeley, 2nd Baron FitzHardinge",6563,Q11771724,"Maurice Berkeley, 1st Baron FitzHardinge",,father,wikidata
Q5480202,"Francis Berkeley, 2nd Baron FitzHardinge",6563,Q5075565,"Charles Berkeley, 3rd Baron FitzHardinge",,sibling,wikidata
Q5480209,"Francis Bernard, 3rd Earl of Bandon",3173,Q16929542,Henry Boyle Bernard,,sibling,wikidata
Q5480351,Francis Bruen,6604,Q5718763,Henry Bruen,,nephew/niece,wikidata
Q5480351,Francis Bruen,6604,Q5718758,Henry Bruen,,sibling,wikidata
Q5480390,Francis Buxton,1311,Q1645717,"Sydney Buxton, 1st Earl Buxton",2073,cousin,rush
Q5480390,Francis Buxton,1311,Q16066171,"Sir Edward Buxton, 2nd Baronet",,father,wikidata
Q5480390,Francis Buxton,1311,Q5591064,"Sir Thomas Buxton, 1st Baronet",,grandparent,wikidata
Q5480390,Francis Buxton,1311,Q2365347,Noel Noel-Buxton,,nephew/niece,wikidata
Q5480390,Francis Buxton,1311,Q18450,Charles Buxton,,nephew/niece,wikidata
Q5480390,Francis Buxton,1311,Q5342118,Edward Buxton,,sibling,wikidata
Q5480390,Francis Buxton,1311,Q334449,Thomas Fowell Buxton,,sibling,wikidata
Q5480390,Francis Buxton,1311,Q5075948,Charles Buxton,,uncle/aunt,wikidata
Q2364372,Francis Charles Bridgeman,1260,Q7103052,"Orlando Bridgeman, 3rd Earl of Bradford",,father,wikidata
Q2364372,Francis Charles Bridgeman,1260,Q5537238,"George Bridgeman, 4th Earl of Bradford",,sibling,wikidata
Q5480488,Francis Charles Lawley,6973,Q7153985,"Paul Thompson, 1st Baron Wenlock",,father,wikidata
Q5480488,Francis Charles Lawley,6973,Q4881236,"Beilby Lawley, 3rd Baron Wenlock",,nephew/niece,wikidata
Q5480488,Francis Charles Lawley,6973,Q4881234,"Beilby Lawley, 2nd Baron Wenlock",,sibling,wikidata
Q5480498,"Francis Charteris, 10th Earl of Wemyss",1549,Q5933848,"Hugo Charteris, 11th Earl of Wemyss",,child,wikidata
Q5480517,Francis Child Villiers,7306,Q5537867,"George Child Villiers, 6th Earl of Jersey",,sibling,wikidata
Q5480517,Francis Child Villiers,7306,Q22039450,Frederick Child-Villiers,,sibling,wikidata
Q5480592,Francis Compton,2810,Q5719716,Henry Combe Compton,,father,wikidata
Q16065524,Francis Crossley,1427,Q7428221,"Savile Crossley, 1st Baron Somerleyton",,child,wikidata
Q16065524,Francis Crossley,1427,Q6227760,John Crossley,,sibling,wikidata
Q333791,"Francis Curzon, 5th Earl Howe",7897,Q7325013,"Richard Curzon, 4th Earl Howe",,father,wikidata
Q5480848,Francis Egerton,1545,Q1149445,"Francis Egerton, 1st Earl of Ellesmere",,father,wikidata
Q5480848,Francis Egerton,1545,Q4722620,Alfred Egerton,,nephew/niece,wikidata
Q5480848,Francis Egerton,1545,Q5538925,"George Egerton, 2nd Earl of Ellesmere",,sibling,wikidata
Q5480848,Francis Egerton,1545,Q4724140,Algernon Egerton,,sibling,wikidata
Q1149445,"Francis Egerton, 1st Earl of Ellesmere",6442,Q5538925,"George Egerton, 2nd Earl of Ellesmere",,child,wikidata
Q1149445,"Francis Egerton, 1st Earl of Ellesmere",6442,Q5480848,Francis Egerton,,child,wikidata
Q1149445,"Francis Egerton, 1st Earl of Ellesmere",6442,Q4724140,Algernon Egerton,,child,wikidata
Q1149445,"Francis Egerton, 1st Earl of Ellesmere",6442,Q4722620,Alfred Egerton,,grandchild,wikidata
Q5481513,Francis Foljambe,1621,Q5056078,"Cecil Foljambe, 1st Earl of Liverpool",,sibling,wikidata
Q26758914,Francis Grant,6834,Q5482088,"Francis Ogilvy-Grant, 6th Earl of Seafield",,father,wikidata
Q26758914,Francis Grant,6834,Q6140591,"James Ogilvy-Grant, 9th Earl of Seafield",,sibling,wikidata
Q3313263,"Francis Greville, 5th Earl of Warwick",1275,Q3313247,"George Greville, 4th Earl of Warwick",,father,wikidata
Q333986,Francis Maude,476,Q332890,Angus Maude,,father,wikidata
Q5481905,Francis McLaren,7609,Q6776167,Martin McLaren,,child,wikidata
Q5481905,Francis McLaren,7609,Q5080854,"Charles McLaren, 1st Baron Aberconway",,father,wikidata
Q5481905,Francis McLaren,7609,Q5314516,Duncan McLaren,,grandparent,wikidata
Q5481905,Francis McLaren,7609,Q5725740,Henry McLaren,,sibling,wikidata
Q5481905,Francis McLaren,7609,Q7965601,Walter McLaren,,uncle/aunt,wikidata
Q5481905,Francis McLaren,7609,Q6248044,John McLaren,,uncle/aunt,wikidata
Q334253,"Francis Needham, 3rd Earl of Kilmorey",5201,Q5482021,"Francis Needham, Viscount Newry",,father,wikidata
Q5482021,"Francis Needham, Viscount Newry",5202,Q334253,"Francis Needham, 3rd Earl of Kilmorey",,child,wikidata
Q5482059,Francis Noel-Baker,5220,Q211856,"Philip Noel-Baker, Baron Noel-Baker",,father,wikidata
Q5482059,Francis Noel-Baker,5220,Q6280988,Joseph Allen Baker,,grandparent,wikidata
Q5482088,"Francis Ogilvy-Grant, 6th Earl of Seafield",6833,Q26758914,Francis Grant,,child,wikidata
Q5482088,"Francis Ogilvy-Grant, 6th Earl of Seafield",6833,Q6140591,"James Ogilvy-Grant, 9th Earl of Seafield",,child,wikidata
Q5482140,Francis Parker,2725,Q7614508,"Thomas Parker, 6th Earl of Macclesfield",,father,wikidata
Q5482197,Francis Pigott Stainsby Conant,5402,Q18756734,Gillery Pigott,,sibling,wikidata
Q332759,Francis Pym,8524,Q6531084,Leslie Pym,,father,wikidata
Q25689,"Francis Russell, 7th Duke of Bedford",,Q6834882,"William Russell, 8th Duke of Bedford",,child,wikidata
Q25689,"Francis Russell, 7th Duke of Bedford",,Q6255964,"John Russell, Viscount Amberley",,nephew/niece,wikidata
Q25689,"Francis Russell, 7th Duke of Bedford",,Q6084189,George W. E. Russell,,nephew/niece,wikidata
Q25689,"Francis Russell, 7th Duke of Bedford",,Q157259,"John Russell, 1st Earl Russell",,sibling,wikidata
Q25689,"Francis Russell, 7th Duke of Bedford",,Q6679056,Lord Charles Russell,,sibling,wikidata
Q25689,"Francis Russell, 7th Duke of Bedford",,Q6679210,Lord Edward Russell,,sibling,wikidata
Q31178,"Francis Russell, 9th Duke of Bedford",798,Q31177,"George Russell, 10th Duke of Bedford",,child,wikidata
Q31178,"Francis Russell, 9th Duke of Bedford",798,Q6834882,"William Russell, 8th Duke of Bedford",7181,cousin,rush
Q31178,"Francis Russell, 9th Duke of Bedford",798,Q6084189,George W. E. Russell,806,cousin,rush
Q31178,"Francis Russell, 9th Duke of Bedford",798,Q6678929,Lord Arthur Russell,,sibling,wikidata
Q5482411,Francis Scott,7190,Q5722860,"Henry Hepburne-Scott, 7th Lord Polwarth",,sibling,wikidata
Q16065945,Francis Scully,5695,Q18735550,Vincent Scully,5696,cousin,rush
Q5482651,Francis Venables-Vernon-Harcourt,6872,Q5596905,Granville Harcourt-Vernon,,nephew/niece,wikidata
Q5482651,Francis Venables-Vernon-Harcourt,6872,Q13529927,George Harcourt,,sibling,wikidata
Q5482651,Francis Venables-Vernon-Harcourt,6872,Q5596904,Granville Harcourt-Vernon,,sibling,wikidata
Q5496992,Frederic Bennett,8531,Q5393606,Ernest Bennett,,father,wikidata
Q5497343,Frederick Barne,,Q5498768,Frederick St John Barne,,child,wikidata
Q5497413,Frederick Brent Grotrian,1746,Q11800391,Herbert Grotrian,,child,wikidata
Q26732784,Frederick Calvert,3431,Q5499113,Frederick William Verney,,nephew/niece,wikidata
Q26732784,Frederick Calvert,3431,Q7526496,"Sir Edmund Verney, 3rd Baronet",,nephew/niece,wikidata
Q26732784,Frederick Calvert,3431,Q7527064,"Sir Harry Verney, 2nd Baronet",,sibling,wikidata
Q5497491,"Frederick Campbell, 3rd Earl Cawdor",1562,Q6224958,"John Campbell, 2nd Earl Cawdor",,father,wikidata
Q5497502,"Frederick Cawley, 1st Baron Cawley",1833,Q7108101,Oswald Cawley,,child,wikidata
Q5497502,"Frederick Cawley, 1st Baron Cawley",1833,Q2662125,Harold Thomas Cawley,,child,wikidata
Q5497530,Frederick Chatfield Smith,870,Q7372187,Rowland Smith,,sibling,wikidata
Q5497530,Frederick Chatfield Smith,870,Q7411475,Samuel George Smith,,sibling,wikidata
Q22039450,Frederick Child-Villiers,7309,Q5537867,"George Child Villiers, 6th Earl of Jersey",,sibling,wikidata
Q22039450,Frederick Child-Villiers,7309,Q5480517,Francis Child Villiers,,sibling,wikidata
Q5497586,Frederick Courtenay Morgan,1920,Q5081069,"Charles Morgan, 1st Baron Tredegar",,father,wikidata
Q5497586,Frederick Courtenay Morgan,1920,Q5576507,"Godfrey Morgan, 1st Viscount Tredegar",,sibling,wikidata
Q5497586,Frederick Courtenay Morgan,1920,Q5082144,Charles Rodney Morgan,,sibling,wikidata
Q3425074,Frederick Guest,7912,Q6099395,"Ivor Guest, 2nd Viscount Wimborne",,nephew/niece,wikidata
Q3425074,Frederick Guest,7912,Q7106014,Oscar Guest,,sibling,wikidata
Q3425074,Frederick Guest,7912,Q17322488,"Ivor Guest, 1st Viscount Wimborne",,sibling,wikidata
Q3425074,Frederick Guest,7912,Q5722290,Henry Guest,,sibling,wikidata
Q5497944,Frederick Halsey,1867,Q7793195,Thomas Plumer Halsey,,father,wikidata
Q5497958,Frederick Hanbury-Tracy,2215,Q7790384,,,father,wikidata
Q5497958,Frederick Hanbury-Tracy,2215,Q5078743,"Charles Hanbury-Tracy, 4th Baron Sudeley",,sibling,wikidata
Q5498018,"Frederick Hervey, 2nd Marquess of Bristol",4513,Q13529938,Lord Augustus Hervey,,child,wikidata
Q5498018,"Frederick Hervey, 2nd Marquess of Bristol",4513,Q5498017,"Frederick Hervey, 3rd Marquess of Bristol",,child,wikidata
Q5498018,"Frederick Hervey, 2nd Marquess of Bristol",4513,Q6679252,Lord Francis Hervey,,child,wikidata
Q5498018,"Frederick Hervey, 2nd Marquess of Bristol",4513,Q5498019,"Frederick Hervey, 4th Marquess of Bristol",,grandchild,wikidata
Q5498018,"Frederick Hervey, 2nd Marquess of Bristol",4513,Q6678905,Lord Alfred Hervey,,sibling,wikidata
Q5498017,"Frederick Hervey, 3rd Marquess of Bristol",4512,Q5498018,"Frederick Hervey, 2nd Marquess of Bristol",,father,wikidata
Q5498017,"Frederick Hervey, 3rd Marquess of Bristol",4512,Q5498019,"Frederick Hervey, 4th Marquess of Bristol",,nephew/niece,wikidata
Q5498017,"Frederick Hervey, 3rd Marquess of Bristol",4512,Q13529938,Lord Augustus Hervey,,sibling,wikidata
Q5498017,"Frederick Hervey, 3rd Marquess of Bristol",4512,Q6679252,Lord Francis Hervey,,sibling,wikidata
Q5498019,"Frederick Hervey, 4th Marquess of Bristol",7594,Q13529938,Lord Augustus Hervey,,father,wikidata
Q5498019,"Frederick Hervey, 4th Marquess of Bristol",7594,Q5498018,"Frederick Hervey, 2nd Marquess of Bristol",,grandparent,wikidata
Q5498019,"Frederick Hervey, 4th Marquess of Bristol",7594,Q5498017,"Frederick Hervey, 3rd Marquess of Bristol",,uncle/aunt,wikidata
Q5498019,"Frederick Hervey, 4th Marquess of Bristol",7594,Q6679252,Lord Francis Hervey,,uncle/aunt,wikidata
Q5498238,"Frederick Lambton, 4th Earl of Durham",2885,Q3377781,Hedworth Meux,,sibling,wikidata
Q5498260,Frederick Lehmann,9095,Q7273520,R. C. Lehmann,,child,wikidata
Q5498271,Frederick Leveson-Gower,2462,Q2906438,George Leveson-Gower,,child,wikidata
Q5498271,Frederick Leveson-Gower,2462,Q334053,"Granville Leveson-Gower, 2nd Earl Granville",,sibling,wikidata
Q5498321,"Frederick Lygon, 6th Earl Beauchamp",4792,Q5725205,"Henry Lygon, 4th Earl Beauchamp",,father,wikidata
Q5498321,"Frederick Lygon, 6th Earl Beauchamp",4792,Q16065804,"Henry Lygon, 5th Earl Beauchamp",,sibling,wikidata
Q5498345,Frederick Mallalieu,4903,Q6285256,Joseph Mallalieu,,child,wikidata
Q5498345,Frederick Mallalieu,4903,Q6483468,Lance Mallalieu,,child,wikidata
Q5498400,Frederick Milbank,2600,Q7236918,Powlett Milbank,,child,wikidata
Q5498400,Frederick Milbank,2600,Q26215755,Mark Milbank,,father,wikidata
Q5498507,Frederick Paget,9436,Q6680031,William Paget,7096,cousin,rush
Q5498507,Frederick Paget,9436,Q10288965,Lord George Paget,7095,cousin,rush
Q5498507,Frederick Paget,9436,Q6679084,Clarence Paget,7094,cousin,rush
Q5498507,Frederick Paget,9436,Q369723,Lord Alfred Paget,7091,cousin,rush
Q5498541,Frederick Peel,7111,Q181875,Robert Peel,,father,wikidata
Q5498541,Frederick Peel,7111,Q7509271,Sidney Peel,,nephew/niece,wikidata
Q5498541,Frederick Peel,7111,Q2920090,"William Peel, 1st Earl Peel",,nephew/niece,wikidata
Q5498541,Frederick Peel,7111,Q4798804,Arthur George Villiers Peel,,nephew/niece,wikidata
Q5498541,Frederick Peel,7111,Q334165,Arthur Peel,,sibling,wikidata
Q5498541,Frederick Peel,7111,Q4685934,"Sir Robert Peel, 3rd Baronet",,sibling,wikidata
Q26235996,Frederick Polhill,5423,Q26265230,Frederick Polhill-Turner,,child,wikidata
Q26265230,Frederick Polhill-Turner,2775,Q26235996,Frederick Polhill,,father,wikidata
Q16066050,Frederick Richard West,7335,Q8007128,William Cornwallis-West,,child,wikidata
Q5498650,"Frederick Robinson, 2nd Marquess of Ripon",1475,Q333111,"George Robinson, 1st Marquess of Ripon",,father,wikidata
Q5498658,Frederick Romilly,5603,Q5345107,Edward Romilly,,sibling,wikidata
Q5498658,Frederick Romilly,5603,Q6255541,"John Romilly, 1st Baron Romilly",,sibling,wikidata
Q5498747,"Frederick Smith, 2nd Viscount Hambleden",2071,Q176472,William Henry Smith,,father,wikidata
Q335529,"Frederick Spencer, 4th Earl Spencer",7233,Q333281,"John Spencer, 5th Earl Spencer",,child,wikidata
Q335529,"Frederick Spencer, 4th Earl Spencer",7233,Q2544868,"Charles Spencer, 6th Earl Spencer",,child,wikidata
Q335529,"Frederick Spencer, 4th Earl Spencer",7233,Q386213,"John Spencer, 3rd Earl Spencer",,sibling,wikidata
Q5498768,Frederick St John Barne,1169,Q5497343,Frederick Barne,,father,wikidata
Q222458,"Frederick Stanley, 16th Earl of Derby",898,Q338427,"Edward Stanley, 17th Earl of Derby",,child,wikidata
Q222458,"Frederick Stanley, 16th Earl of Derby",898,Q5539480,George Stanley,,child,wikidata
Q222458,"Frederick Stanley, 16th Earl of Derby",898,Q4800349,Arthur Stanley,,child,wikidata
Q222458,"Frederick Stanley, 16th Earl of Derby",898,Q237829,"Edward Smith-Stanley, 14th Earl of Derby",,father,wikidata
Q222458,"Frederick Stanley, 16th Earl of Derby",898,Q3497552,Oliver Stanley,,grandchild,wikidata
Q222458,"Frederick Stanley, 16th Earl of Derby",898,Q5345413,"Edward Stanley, Lord Stanley",,grandchild,wikidata
Q222458,"Frederick Stanley, 16th Earl of Derby",898,Q335754,"Edward Smith-Stanley, 13th Earl of Derby",,grandparent,wikidata
Q222458,"Frederick Stanley, 16th Earl of Derby",898,Q332789,"Edward Stanley, 15th Earl of Derby",,sibling,wikidata
Q222458,"Frederick Stanley, 16th Earl of Derby",898,Q25861357,Henry Stanley,,uncle/aunt,wikidata
Q3087168,"Frederick Stewart, 4th Marquess of Londonderry",8992,Q5083121,"Charles Vane-Tempest-Stewart, 6th Marquess of Londonderry",,nephew/niece,wikidata
Q3087168,"Frederick Stewart, 4th Marquess of Londonderry",8992,Q5261284,"George Vane-Tempest, 5th Marquess of Londonderry",,sibling,wikidata
Q3087168,"Frederick Stewart, 4th Marquess of Londonderry",8992,Q6678890,Lord Adolphus Vane-Tempest,,sibling,wikidata
Q5498838,"Frederick Thellusson, 4th Baron Rendlesham",9043,Q5498837,"Frederick Thellusson, 5th Baron Rendlesham",,child,wikidata
Q5498837,"Frederick Thellusson, 5th Baron Rendlesham",750,Q5498838,"Frederick Thellusson, 4th Baron Rendlesham",,father,wikidata
Q5498837,"Frederick Thellusson, 5th Baron Rendlesham",750,Q6132890,James Duff,,sibling,wikidata
Q5498871,Frederick Tollemache,947,Q4724183,Algernon Tollemache,,sibling,wikidata
Q5498984,Frederick Walpole,988,Q5902833,"Horatio Walpole, 4th Earl of Orford",,sibling,wikidata
Q5499057,Frederick William Cadogan,1331,Q3760457,"George Cadogan, 5th Earl Cadogan",,nephew/niece,wikidata
Q5499057,Frederick William Cadogan,1331,Q5719091,"Henry Cadogan, 4th Earl Cadogan",,sibling,wikidata
Q5499113,Frederick William Verney,7548,Q7527064,"Sir Harry Verney, 2nd Baronet",,father,wikidata
Q5499113,Frederick William Verney,7548,Q7527066,"Sir Harry Verney, 4th Baronet",,nephew/niece,wikidata
Q5499113,Frederick William Verney,7548,Q7526496,"Sir Edmund Verney, 3rd Baronet",,sibling,wikidata
Q5507949,"Fulke Greville-Nugent, 1st Baron Greville",1737,Q26756818,George Greville-Nugent,,child,wikidata
Q5507949,"Fulke Greville-Nugent, 1st Baron Greville",1737,Q16063606,Reginald Greville-Nugent,,child,wikidata
Q5507949,"Fulke Greville-Nugent, 1st Baron Greville",1737,Q4724146,"Algernon Greville, 2nd Baron Greville",,child,wikidata
Q5507949,"Fulke Greville-Nugent, 1st Baron Greville",1737,Q7364912,Ronald Greville,,grandchild,wikidata
Q5527395,"Gathorne Gathorne-Hardy, 1st Earl of Cranbrook",2224,Q4722710,Alfred Gathorne-Hardy,,child,wikidata
Q5527395,"Gathorne Gathorne-Hardy, 1st Earl of Cranbrook",2224,Q13529906,"John Gathorne-Hardy, 2nd Earl of Cranbrook",,child,wikidata
Q5527395,"Gathorne Gathorne-Hardy, 1st Earl of Cranbrook",2224,Q6237751,John Hardy,,father,wikidata
Q5527395,"Gathorne Gathorne-Hardy, 1st Earl of Cranbrook",2224,Q6500633,Laurence Hardy,,nephew/niece,wikidata
Q5527395,"Gathorne Gathorne-Hardy, 1st Earl of Cranbrook",2224,Q7527819,"Sir John Hardy, 1st Baronet",,sibling,wikidata
Q5534679,Geoffrey Howard,7917,Q337630,"George Howard, 9th Earl of Carlisle",,father,wikidata
Q5534679,Geoffrey Howard,7917,Q5079173,Charles Howard,,grandparent,wikidata
Q5534679,Geoffrey Howard,7917,Q337615,"Charles Howard, 10th Earl of Carlisle",,sibling,wikidata
Q5540593,George Allsopp,1972,Q5717273,"Henry Allsopp, 1st Baron Hindlip",,father,wikidata
Q5540593,George Allsopp,1972,Q4723284,Alfred Percy Allsopp,,sibling,wikidata
Q5540593,George Allsopp,1972,Q7410754,"Samuel Allsopp, 2nd Baron Hindlip",,sibling,wikidata
Q5536758,George Barrington,6542,Q5536757,"George Barrington, 7th Viscount Barrington",,nephew/niece,wikidata
Q5536758,George Barrington,6542,Q8005118,"William Barrington, 6th Viscount Barrington",,sibling,wikidata
Q5536757,"George Barrington, 7th Viscount Barrington",1174,Q8005118,"William Barrington, 6th Viscount Barrington",,father,wikidata
Q5536981,"George Bingham, 5th Earl of Lucan",7441,Q771694,"Charles Bingham, 4th Earl of Lucan",,father,wikidata
Q11802131,George Blucher Heneage Marton,2578,Q5542189,George Marton,,father,wikidata
Q5537179,"George Boyle, 6th Earl of Glasgow",3298,Q6131068,"James Carr-Boyle, 5th Earl of Glasgow",,sibling,wikidata
Q5537238,"George Bridgeman, 4th Earl of Bradford",2661,Q7103052,"Orlando Bridgeman, 3rd Earl of Bradford",,father,wikidata
Q5537238,"George Bridgeman, 4th Earl of Bradford",2661,Q2364372,Francis Charles Bridgeman,,sibling,wikidata
Q5537522,George Byng,3415,Q5537511,"George Byng, 2nd Earl of Strafford",,nephew/niece,wikidata
Q5537522,George Byng,3415,Q3809125,"John Byng, 1st Earl of Strafford",,sibling,wikidata
Q5537511,"George Byng, 2nd Earl of Strafford",9092,Q5537512,"George Byng, 3rd Earl of Strafford",,child,wikidata
Q5537511,"George Byng, 2nd Earl of Strafford",9092,Q3809125,"John Byng, 1st Earl of Strafford",,father,wikidata
Q5537512,"George Byng, 3rd Earl of Strafford",1563,Q5537511,"George Byng, 2nd Earl of Strafford",,father,wikidata
Q5537512,"George Byng, 3rd Earl of Strafford",1563,Q3809125,"John Byng, 1st Earl of Strafford",,grandparent,wikidata
