from_politician_id,from_name,from_rushid,to_politician_id,to_name,to_rushid,relation,source
Q3760457,"George Cadogan, 5th Earl Cadogan",2771,Q5342180,Edward Cadogan,,child,wikidata
Q3760457,"George Cadogan, 5th Earl Cadogan",2771,Q9287820,"Henry Cadogan, Viscount Chelsea",,child,wikidata
Q3760457,"George Cadogan, 5th Earl Cadogan",2771,Q5719091,"Henry Cadogan, 4th Earl Cadogan",,father,wikidata
Q334436,"George Cave, 1st Viscount Cave",7695,Q7788288,Thomas Cave,,father,wikidata
Q337887,"George Cavendish, 1st Earl of Burlington",,Q5719237,Henry Cavendish,,child,wikidata
Q337887,"George Cavendish, 1st Earl of Burlington",,Q5076148,"Charles Cavendish, 1st Baron Chesham",,child,wikidata
Q337887,"George Cavendish, 1st Earl of Burlington",,Q16063121,"William Cavendish, 2nd Baron Chesham",,grandchild,wikidata
Q600636,George Cavendish-Bentinck,1348,Q26701524,William Cavendish-Bentinck,,child,wikidata
Q5537863,"George Chichester, 3rd Marquess of Donegall",3150,Q6679437,Lord John Chichester,,sibling,wikidata
Q5537863,"George Chichester, 3rd Marquess of Donegall",3150,Q6678924,Lord Arthur Chichester,,sibling,wikidata
Q5537867,"George Child Villiers, 6th Earl of Jersey",9050,Q22039450,Frederick Child-Villiers,,sibling,wikidata
Q5537867,"George Child Villiers, 6th Earl of Jersey",9050,Q5480517,Francis Child Villiers,,sibling,wikidata
Q5537991,George Clive,1379,Q5342327,Edward Clive,,child,wikidata
Q5537991,George Clive,1379,Q11801709,Edward Clive,,father,wikidata
Q1230681,George Cornewall Lewis,6982,Q7529126,Thomas Frankland Lewis,,father,wikidata
Q5538175,"George Cowper, 6th Earl Cowper",4013,Q5719917,Henry Cowper,,child,wikidata
Q5538175,"George Cowper, 6th Earl Cowper",4013,Q8007204,"William Cowper-Temple, 1st Baron Mount Temple",,sibling,wikidata
Q5538264,"George Cubitt, 1st Baron Ashcombe",1433,Q5720017,"Henry Cubitt, 2nd Baron Ashcombe",,child,wikidata
Q271878,"George Curzon, 1st Marquess Curzon of Kedleston",1441,Q533649,Lady Cynthia Mosley,,child,wikidata
Q5538290,"George Curzon-Howe, 2nd Earl Howe",1440,Q6904065,Montagu Curzon,,sibling,wikidata
Q5538434,George Dawson-Damer,3680,Q6555615,"Lionel Dawson-Damer, 4th Earl of Portarlington",,child,wikidata
Q5538488,George Denman,1483,Q333102,"Thomas Denman, 1st Baron Denman",,father,wikidata
Q3401240,"George Douglas-Pennant, 2nd Baron Penrhyn",1507,Q5342629,"Edward Douglas-Pennant, 3rd Baron Penrhyn",,child,wikidata
Q3401240,"George Douglas-Pennant, 2nd Baron Penrhyn",1507,Q3401219,"Edward Douglas-Pennant, 1st Baron Penrhyn",,father,wikidata
Q5538925,"George Egerton, 2nd Earl of Ellesmere",3313,Q4722620,Alfred Egerton,,child,wikidata
Q5538925,"George Egerton, 2nd Earl of Ellesmere",3313,Q1149445,"Francis Egerton, 1st Earl of Ellesmere",,father,wikidata
Q5538925,"George Egerton, 2nd Earl of Ellesmere",3313,Q5480848,Francis Egerton,,sibling,wikidata
Q5538925,"George Egerton, 2nd Earl of Ellesmere",3313,Q4724140,Algernon Egerton,,sibling,wikidata
Q5538960,George Elliot,6444,Q5538954,George Elliot,,child,wikidata
Q5538954,George Elliot,1554,Q7620964,"William Elliot-Murray-Kynynmound, 3rd Earl of Minto",5040,cousin,rush
Q5538954,George Elliot,1554,Q5538960,George Elliot,,father,wikidata
Q5538960,George Elliot,6444,Q6231620,John Elliot,,sibling,wikidata
Q5539164,"George Faber, 1st Baron Wittenham",9131,Q5339450,"Edmund Faber, 1st Baron Faber",,sibling,wikidata
Q5539164,"George Faber, 1st Baron Wittenham",9131,Q7966333,Walter Faber,,sibling,wikidata
Q5539273,George Finch,6780,Q5539274,George Finch,,child,wikidata
Q5539274,George Finch,2089,Q5539273,George Finch,,father,wikidata
Q5539271,"George Finch-Hatton, 11th Earl of Winchilsea",4898,Q6939233,"Murray Finch-Hatton, 12th Earl of Winchilsea",,sibling,wikidata
Q5539271,"George Finch-Hatton, 11th Earl of Winchilsea",4898,Q5660670,Harold Finch-Hatton,,sibling,wikidata
Q5539446,George Frederic Stewart Bowles,7440,Q3990628,Thomas Gibson Bowles,,father,wikidata
Q5539446,George Frederic Stewart Bowles,7440,Q332712,Thomas Gibson,,grandparent,wikidata
Q5539445,George Frederick Muntz,7057,Q13529999,"Sir Philip Muntz, 1st Baronet",,child,wikidata
Q5539445,George Frederick Muntz,7057,Q7183720,Philip Henry Muntz,,sibling,wikidata
Q5539524,George Fuller,1654,Q7527785,"Sir John Fuller, 1st Baronet",,child,wikidata
Q1507405,George Gavan Duffy,3797,Q167386,Charles Gavan Duffy,,father,wikidata
Q5539756,"George Glyn, 1st Baron Wolverton",6821,Q7141836,Pascoe Glyn,,child,wikidata
Q5539756,"George Glyn, 1st Baron Wolverton",6821,Q5539757,"George Glyn, 2nd Baron Wolverton",,child,wikidata
Q5539756,"George Glyn, 1st Baron Wolverton",6821,Q7509072,Sidney Glyn,,child,wikidata
Q5539756,"George Glyn, 1st Baron Wolverton",6821,Q6252459,John Pemberton Plumptre,5416,cousin,rush
Q5539757,"George Glyn, 2nd Baron Wolverton",1689,Q5539756,"George Glyn, 1st Baron Wolverton",,father,wikidata
Q5539757,"George Glyn, 2nd Baron Wolverton",1689,Q7141836,Pascoe Glyn,,sibling,wikidata
Q5539757,"George Glyn, 2nd Baron Wolverton",1689,Q7509072,Sidney Glyn,,sibling,wikidata
Q333749,"George Goschen, 1st Viscount Goschen",1708,Q5539833,"George Goschen, 2nd Viscount Goschen",,child,wikidata
Q5539833,"George Goschen, 2nd Viscount Goschen",1962,Q333749,"George Goschen, 1st Viscount Goschen",,father,wikidata
Q3313247,"George Greville, 4th Earl of Warwick",8988,Q3313263,"Francis Greville, 5th Earl of Warwick",,child,wikidata
Q26756818,George Greville-Nugent,5233,Q5507949,"Fulke Greville-Nugent, 1st Baron Greville",,father,wikidata
Q26756818,George Greville-Nugent,5233,Q7364912,Ronald Greville,,nephew/niece,wikidata
Q26756818,George Greville-Nugent,5233,Q16063606,Reginald Greville-Nugent,,sibling,wikidata
Q26756818,George Greville-Nugent,5233,Q4724146,"Algernon Greville, 2nd Baron Greville",,sibling,wikidata
Q4702898,"George Hamilton-Gordon, 5th Earl of Aberdeen",4212,Q5301898,Douglas Proby,,nephew/niece,wikidata
Q4702898,"George Hamilton-Gordon, 5th Earl of Aberdeen",4212,Q4719056,Alexander Hamilton-Gordon,,sibling,wikidata
Q4702898,"George Hamilton-Gordon, 5th Earl of Aberdeen",4212,Q6679103,Lord Claud Hamilton,,sibling,wikidata
Q4702898,"George Hamilton-Gordon, 5th Earl of Aberdeen",4212,Q335510,"Arthur Hamilton-Gordon, 1st Baron Stanmore",,sibling,wikidata
Q5540190,George Hammond Whalley,1027,Q16066453,Hampden Whalley,,child,wikidata
Q13529927,George Harcourt,6873,Q5596905,Granville Harcourt-Vernon,,nephew/niece,wikidata
Q13529927,George Harcourt,6873,Q5596904,Granville Harcourt-Vernon,,sibling,wikidata
Q13529927,George Harcourt,6873,Q5482651,Francis Venables-Vernon-Harcourt,,sibling,wikidata
Q5540333,"George Hay, Earl of Gifford",4089,Q26387320,Thomas Hay,,nephew/niece,wikidata
Q5540333,"George Hay, Earl of Gifford",4089,Q8011045,"William Hay, 10th Marquess of Tweeddale",,sibling,wikidata
Q5540333,"George Hay, Earl of Gifford",4089,Q6679443,John Hay,,sibling,wikidata
Q5540410,George Heneage,6883,Q5343402,"Edward Heneage, 1st Baron Heneage",,child,wikidata
Q5540410,George Heneage,6883,Q5343403,Edward Heneage,,sibling,wikidata
Q24153864,George Hill,,Q6758436,"Marcus Sandys, 3rd Baron Sandys",,sibling,wikidata
Q24153864,George Hill,,Q4799783,"Arthur Moyses William Hill, 2nd Baron Sandys",,sibling,wikidata
Q2079517,"George Howard, 7th Earl of Carlisle",5118,Q337630,"George Howard, 9th Earl of Carlisle",,nephew/niece,wikidata
Q2079517,"George Howard, 7th Earl of Carlisle",5118,Q5343513,"Edward Howard, 1st Baron Lanerton",,sibling,wikidata
Q2079517,"George Howard, 7th Earl of Carlisle",5118,Q5079173,Charles Howard,,sibling,wikidata
Q337630,"George Howard, 9th Earl of Carlisle",7024,Q337615,"Charles Howard, 10th Earl of Carlisle",,child,wikidata
Q337630,"George Howard, 9th Earl of Carlisle",7024,Q5534679,Geoffrey Howard,,child,wikidata
Q337630,"George Howard, 9th Earl of Carlisle",7024,Q5079173,Charles Howard,,father,wikidata
Q15616177,George Hussey Packe,5304,Q26415474,Charles William Packe,,sibling,wikidata
Q5541083,"George Jeffreys, 1st Baron Jeffreys",8549,Q4798743,Arthur Frederick Jeffreys,,father,wikidata
Q333938,George Jessel,2360,Q5734691,"Herbert Jessel, 1st Baron Jessel",,child,wikidata
Q5541118,George John Sandys,7592,Q203129,Duncan Sandys,,child,wikidata
Q5541118,George John Sandys,7592,Q478832,Laura Sandys,,grandchild,wikidata
Q652281,"George Keppel, 6th Earl of Albemarle",4573,Q628089,"William Keppel, 7th Earl of Albemarle",,child,wikidata
Q652281,"George Keppel, 6th Earl of Albemarle",4573,Q4795125,"Arnold Keppel, 8th Earl of Albemarle",,grandchild,wikidata
Q2545470,George Lambert,7577,Q2545390,"George Lambert, 1st Viscount Lambert",,father,wikidata
Q2545390,"George Lambert, 1st Viscount Lambert",1807,Q2545470,George Lambert,,child,wikidata
Q5541527,George Lane-Fox,6804,Q7396856,Sackville Lane-Fox,,sibling,wikidata
Q2906438,George Leveson-Gower,2463,Q5498271,Frederick Leveson-Gower,,father,wikidata
Q5541887,George Lyall,4790,Q26479012,George Lyall,,child,wikidata
Q26479012,George Lyall,4791,Q5541887,George Lyall,,father,wikidata
Q1507828,"George Mackie, Baron Mackie of Benshie",8562,Q15976329,"John Mackie, Baron John-Mackie",,sibling,wikidata
Q5542189,George Marton,7018,Q11802131,George Blucher Heneage Marton,,child,wikidata
Q5542558,"George Monckton-Arundell, 6th Viscount Galway",1659,Q5542557,"George Monckton-Arundell, 7th Viscount Galway",,child,wikidata
Q5542557,"George Monckton-Arundell, 7th Viscount Galway",1660,Q5542558,"George Monckton-Arundell, 6th Viscount Galway",,father,wikidata
Q859822,"George Montagu, 6th Duke of Manchester",9030,Q860041,"William Montagu, 7th Duke of Manchester",,child,wikidata
Q859822,"George Montagu, 6th Duke of Manchester",9030,Q6679922,Lord Robert Montagu,,child,wikidata
Q859822,"George Montagu, 6th Duke of Manchester",9030,Q336970,"George Montagu, 8th Duke of Manchester",,grandchild,wikidata
Q336970,"George Montagu, 8th Duke of Manchester",9032,Q860041,"William Montagu, 7th Duke of Manchester",,father,wikidata
Q336970,"George Montagu, 8th Duke of Manchester",9032,Q859822,"George Montagu, 6th Duke of Manchester",,grandparent,wikidata
Q336970,"George Montagu, 8th Duke of Manchester",9032,Q6679922,Lord Robert Montagu,,uncle/aunt,wikidata
Q5542573,"George Montagu, 9th Earl of Sandwich",7570,Q7926168,Victor Montagu,,child,wikidata
Q5543049,"George Ormsby-Gore, 3rd Baron Harlech",7614,Q2908365,"William Ormsby-Gore, 4th Baron Harlech",,child,wikidata
Q5543049,"George Ormsby-Gore, 3rd Baron Harlech",7614,Q8016373,"William Ormsby-Gore, 2nd Baron Harlech",,father,wikidata
Q5543049,"George Ormsby-Gore, 3rd Baron Harlech",7614,Q2605189,"David Ormsby-Gore, 5th Baron Harlech",,grandchild,wikidata
Q5543049,"George Ormsby-Gore, 3rd Baron Harlech",7614,Q8016372,William Ormsby-Gore,,grandparent,wikidata
Q5543049,"George Ormsby-Gore, 3rd Baron Harlech",7614,Q26237502,Seymour Ormsby-Gore,,sibling,wikidata
Q5543049,"George Ormsby-Gore, 3rd Baron Harlech",7614,Q6251316,"John Ormsby-Gore, 1st Baron Harlech",,uncle/aunt,wikidata
Q5543175,George Palmer,2720,Q5546342,George William Palmer,,child,wikidata
Q5543175,George Palmer,2720,Q7529396,"Sir Walter Palmer, 1st Baronet",,child,wikidata
Q5543534,"George Pratt, 2nd Marquess Camden",,Q6253318,"John Pratt, 3rd Marquess Camden",,child,wikidata
Q25863273,George Ridley,7162,Q7528317,"Sir Matthew White Ridley, 3rd Baronet",,father,wikidata
Q25863273,George Ridley,7162,Q16030421,Edward Ridley,,nephew/niece,wikidata
Q25863273,George Ridley,7162,Q337696,"Matthew White Ridley, 1st Viscount Ridley",,nephew/niece,wikidata
Q25863273,George Ridley,7162,Q11802686,"Sir Matthew White Ridley, 4th Baronet",,sibling,wikidata
Q5543927,George Robert Dawson,,Q7348806,Robert Peel Dawson,,child,wikidata
Q19902309,George Robert Smith,7211,Q7342786,"Robert Carrington, 2nd Baron Carrington",7218,cousin,rush
Q333111,"George Robinson, 1st Marquess of Ripon",4119,Q5498650,"Frederick Robinson, 2nd Marquess of Ripon",,child,wikidata
Q31177,"George Russell, 10th Duke of Bedford",930,Q31178,"Francis Russell, 9th Duke of Bedford",,father,wikidata
Q5544472,"George Shaw-Lefevre, 1st Baron Eversley",845,Q6257470,John Shaw-Lefevre,,father,wikidata
Q15646836,George Sinclair,7208,Q7528074,"Sir John Sinclair, 3rd Baronet",,child,wikidata
Q5544593,George Skene Duff,6731,Q332552,"Alexander Duff, 1st Duke of Fife",,nephew/niece,wikidata
Q5544593,George Skene Duff,6731,Q11309157,"James Duff, 5th Earl Fife",,sibling,wikidata
Q333601,"George Spencer-Churchill, 6th Duke of Marlborough",3235,Q333355,"John Spencer-Churchill, 7th Duke of Marlborough",,child,wikidata
Q333601,"George Spencer-Churchill, 6th Duke of Marlborough",3235,Q24288427,Lord Alfred Spencer-Churchill,,child,wikidata
Q333601,"George Spencer-Churchill, 6th Duke of Marlborough",3235,Q314773,Lord Randolph Churchill,,grandchild,wikidata
Q333601,"George Spencer-Churchill, 6th Duke of Marlborough",3235,Q6679059,Lord Charles Spencer-Churchill,,sibling,wikidata
Q5539480,George Stanley,7935,Q222458,"Frederick Stanley, 16th Earl of Derby",,father,wikidata
Q5539480,George Stanley,7935,Q237829,"Edward Smith-Stanley, 14th Earl of Derby",,grandparent,wikidata
Q5539480,George Stanley,7935,Q3497552,Oliver Stanley,,nephew/niece,wikidata
Q5539480,George Stanley,7935,Q5345413,"Edward Stanley, Lord Stanley",,nephew/niece,wikidata
Q5539480,George Stanley,7935,Q338427,"Edward Stanley, 17th Earl of Derby",,sibling,wikidata
Q5539480,George Stanley,7935,Q4800349,Arthur Stanley,,sibling,wikidata
Q5539480,George Stanley,7935,Q332789,"Edward Stanley, 15th Earl of Derby",,uncle/aunt,wikidata
Q5544932,George Stucley,5906,Q18161018,Lewis William Buck,,father,wikidata
Q333933,"George Sutherland-Leveson-Gower, 3rd Duke of Sutherland",9117,Q5187561,"Cromartie Sutherland-Leveson-Gower, 4th Duke of Sutherland",,child,wikidata
Q333933,"George Sutherland-Leveson-Gower, 3rd Duke of Sutherland",9117,Q1242682,Lord Ronald Gower,,sibling,wikidata
Q5545156,George Thomas Kenyon,2048,Q6662539,"Lloyd Kenyon, 3rd Baron Kenyon",,father,wikidata
Q5545281,George Touche,6012,Q7526994,"Sir Gordon Touche, 1st Baronet",,child,wikidata
Q5261284,"George Vane-Tempest, 5th Marquess of Londonderry",5699,Q5083121,"Charles Vane-Tempest-Stewart, 6th Marquess of Londonderry",,child,wikidata
Q5261284,"George Vane-Tempest, 5th Marquess of Londonderry",5699,Q333368,"Charles Vane-Tempest-Stewart, 7th Marquess of Londonderry",,grandchild,wikidata
Q5261284,"George Vane-Tempest, 5th Marquess of Londonderry",5699,Q6678890,Lord Adolphus Vane-Tempest,,sibling,wikidata
Q5261284,"George Vane-Tempest, 5th Marquess of Londonderry",5699,Q3087168,"Frederick Stewart, 4th Marquess of Londonderry",,sibling,wikidata
Q6084189,George W. E. Russell,806,Q6834882,"William Russell, 8th Duke of Bedford",7181,cousin,rush
Q6084189,George W. E. Russell,806,Q31178,"Francis Russell, 9th Duke of Bedford",798,cousin,rush
Q6084189,George W. E. Russell,806,Q6678929,Lord Arthur Russell,794,cousin,rush
Q6084189,George W. E. Russell,806,Q6679056,Lord Charles Russell,,father,wikidata
Q5545875,"George Ward, 1st Viscount Ward of Witley",8560,Q8019994,"William Ward, 3rd Earl of Dudley",,sibling,wikidata
Q16741855,George Watson-Taylor,,Q16030681,Simon Watson Taylor,,child,wikidata
Q5546159,George Wentworth-FitzWilliam,3992,Q5083446,"Charles Wentworth-Fitzwilliam, 5th Earl Fitzwilliam",,father,wikidata
Q5546159,George Wentworth-FitzWilliam,3992,Q5730014,Henry Wentworth-FitzWilliam,,nephew/niece,wikidata
Q5546159,George Wentworth-FitzWilliam,3992,Q8020193,"William Wentworth-FitzWilliam, Viscount Milton",,nephew/niece,wikidata
Q5546159,George Wentworth-FitzWilliam,3992,Q6263500,John Wentworth-FitzWilliam,,nephew/niece,wikidata
Q5546159,George Wentworth-FitzWilliam,3992,Q8020195,"William Wentworth-Fitzwilliam, 6th Earl Fitzwilliam",,sibling,wikidata
Q5546159,George Wentworth-FitzWilliam,3992,Q26254028,"William Wentworth-Fitzwilliam, Viscount Milton",,sibling,wikidata
Q5546159,George Wentworth-FitzWilliam,3992,Q5083442,Charles Wentworth-FitzWilliam,,sibling,wikidata
Q5546224,"George Whiteley, 1st Baron Marchamley",1790,Q7527248,"Sir Herbert Huntington-Whiteley, 1st Baronet",,sibling,wikidata
Q5546317,George William Hope,9018,Q3012172,Alexander Hope,,father,wikidata
Q5546325,George William Kekewich,7670,Q7412796,Samuel Trehawke Kekewich,,father,wikidata
Q5546342,George William Palmer,2056,Q5543175,George Palmer,,father,wikidata
Q5546342,George William Palmer,2056,Q7529396,"Sir Walter Palmer, 1st Baronet",,sibling,wikidata
Q5546432,George Windsor-Clive,1073,Q15526558,George Windsor-Clive,,child,wikidata
Q5546432,George Windsor-Clive,1073,Q5343429,"Edward Herbert, 3rd Earl of Powis",8996,cousin,rush
Q5546432,George Windsor-Clive,1073,Q7342986,Robert Clive,,father,wikidata
Q15526558,George Windsor-Clive,6359,Q5546432,George Windsor-Clive,,father,wikidata
Q15526558,George Windsor-Clive,6359,Q7342986,Robert Clive,,grandparent,wikidata
Q5546432,George Windsor-Clive,1073,Q7351171,Robert Windsor-Clive,,sibling,wikidata
Q15526558,George Windsor-Clive,6359,Q7351171,Robert Windsor-Clive,,uncle/aunt,wikidata
Q275465,George Wyndham,1829,Q7167656,Percy Wyndham,,father,wikidata
Q333145,"George Younger, 4th Viscount Younger of Leckie",6403,Q333362,"Ian Gilmour, Baron Gilmour of Craigmillar",4097,cousin,rush
Q2917086,"Gerald Balfour, 2nd Earl of Balfour",1988,Q4381482,"James Gascoyne-Cecil, 4th Marquess of Salisbury",1873,cousin,rush
Q2917086,"Gerald Balfour, 2nd Earl of Balfour",1988,Q6138831,James Maitland Balfour,,father,wikidata
Q2917086,"Gerald Balfour, 2nd Earl of Balfour",1988,Q17308768,James Balfour,,grandparent,wikidata
Q2917086,"Gerald Balfour, 2nd Earl of Balfour",1988,Q19008,Arthur Balfour,,sibling,wikidata
Q5549352,"Gerald Loder, 1st Baron Wakehurst",1964,Q3182815,"John Loder, 2nd Baron Wakehurst",,child,wikidata
Q5549352,"Gerald Loder, 1st Baron Wakehurst",1964,Q7528805,"Sir Robert Loder, 1st Baronet",,father,wikidata
Q13530009,Gerard Noel,2667,Q5081258,"Charles Noel, 2nd Earl of Gainsborough",,sibling,wikidata
Q1510187,Gerard Smith,7212,Q337696,"Matthew White Ridley, 1st Viscount Ridley",764,cousin,rush
Q1510187,Gerard Smith,7212,Q16063401,Martin Tucker Smith,,father,wikidata
Q1510187,Gerard Smith,7212,Q15458169,John Smith,,grandparent,wikidata
Q1510187,Gerard Smith,7212,Q15452761,John Abel Smith,,uncle/aunt,wikidata
Q26292488,Gervaise Waldo-Sibthorp,5741,Q1066568,Charles Sibthorp,,father,wikidata
Q5553468,Gervase Beckett,8337,Q8005295,William Beckett-Denison,,father,wikidata
Q5553468,Gervase Beckett,8337,Q7526465,"Sir Edmund Beckett, 4th Baronet",,grandparent,wikidata
Q5553468,Gervase Beckett,8337,Q5392782,"Ernest Beckett, 2nd Baron Grimthorpe",,sibling,wikidata
Q5553468,Gervase Beckett,8337,Q5111934,Christopher Beckett Denison,,uncle/aunt,wikidata
Q5559635,"Gideon Oliphant-Murray, 2nd Viscount Elibank",7795,Q4799794,"Arthur Murray, 3rd Viscount Elibank",,sibling,wikidata
Q5559635,"Gideon Oliphant-Murray, 2nd Viscount Elibank",7795,Q4719716,"Alexander Murray, 1st Baron Murray of Elibank",,sibling,wikidata
Q5560967,"Gilbert Heathcote, 1st Baron Aveland",4311,Q7620761,"Gilbert Heathcote-Drummond-Willoughby, 1st Earl of Ancaster",,child,wikidata
Q5560967,"Gilbert Heathcote, 1st Baron Aveland",4311,Q7526975,"Sir Gilbert Heathcote, 4th Baronet",,father,wikidata
Q5560967,"Gilbert Heathcote, 1st Baron Aveland",4311,Q5128637,Claud Heathcote-Drummond-Willoughby,,grandchild,wikidata
Q5560967,"Gilbert Heathcote, 1st Baron Aveland",4311,Q5560968,"Gilbert Heathcote-Drummond-Willoughby, 2nd Earl of Ancaster",,grandchild,wikidata
Q7620761,"Gilbert Heathcote-Drummond-Willoughby, 1st Earl of Ancaster",4310,Q5128637,Claud Heathcote-Drummond-Willoughby,,child,wikidata
Q7620761,"Gilbert Heathcote-Drummond-Willoughby, 1st Earl of Ancaster",4310,Q5560968,"Gilbert Heathcote-Drummond-Willoughby, 2nd Earl of Ancaster",,child,wikidata
Q7620761,"Gilbert Heathcote-Drummond-Willoughby, 1st Earl of Ancaster",4310,Q5560967,"Gilbert Heathcote, 1st Baron Aveland",,father,wikidata
Q7620761,"Gilbert Heathcote-Drummond-Willoughby, 1st Earl of Ancaster",4310,Q6135821,"James Heathcote-Drummond-Willoughby, 3rd Earl of Ancaster",,grandchild,wikidata
Q7620761,"Gilbert Heathcote-Drummond-Willoughby, 1st Earl of Ancaster",4310,Q7526975,"Sir Gilbert Heathcote, 4th Baronet",,grandparent,wikidata
Q5560968,"Gilbert Heathcote-Drummond-Willoughby, 2nd Earl of Ancaster",2893,Q6135821,"James Heathcote-Drummond-Willoughby, 3rd Earl of Ancaster",,child,wikidata
Q5560968,"Gilbert Heathcote-Drummond-Willoughby, 2nd Earl of Ancaster",2893,Q7620761,"Gilbert Heathcote-Drummond-Willoughby, 1st Earl of Ancaster",,father,wikidata
Q5560968,"Gilbert Heathcote-Drummond-Willoughby, 2nd Earl of Ancaster",2893,Q5560967,"Gilbert Heathcote, 1st Baron Aveland",,grandparent,wikidata
