politician_id,politician_name,rushid,has_relative,n_relatives_detected,multiple_relatives,closeness,relation_types,relative_chamber,peerage_linked_flag,relative_sources,relative_examples
Q262872,Joe Benton,121,0,0,0,,,,0,,
Q26288290,James Martin,7014,1,2,1,sibling,sibling;indirect,HoC,0,rush,"John Martin;Sir Richard Martin, 1st Baronet, of Overbury Court"
Q26288557,Robert Hildyard,6889,0,0,0,,,,0,,
Q26288672,John Ryle,5648,0,0,0,,,,0,,
Q26289033,Charles Anderson,1117,0,0,0,,,,0,,
Q26289355,John McCance,4977,0,0,0,,,,0,,
Q26289458,Edward Brockman,3348,0,0,0,,,,0,,
Q26289585,Walter Thorburn,2013,0,0,0,,,,1,,
Q26289778,Peirce Mahony,7005,0,0,0,,,,0,,
Q26289884,James Gwynne-Holford,1755,0,0,0,,,,0,,
Q26289970,William Hodgson,2286,0,0,0,,,,0,,
Q26291943,Joseph McDonnell,9407,0,0,0,,,,0,,
Q26292023,"Sir Alfred Watkin, 2nd Baronet",7329,1,1,0,parent,parent;child,HoC,1,panel;rush,Edward Watkin
Q26292369,Joshua Bond,6582,0,0,0,,,,1,,
Q26292488,Gervaise Waldo-Sibthorp,5741,1,1,0,parent,parent;child,HoC,1,panel;rush,Charles Sibthorp
Q26292607,Henry Currie,6691,1,1,0,cousin,cousin,HoC,0,panel;rush,Raikes Currie
Q26292785,George Hudson,1865,0,0,0,,,,1,,
Q26292916,William Brodie,3352,0,0,0,,,,1,,
Q262931,Richard Benyon,9535,1,1,0,child,child,HoC,1,panel,William Benyon
Q26293147,Thomas Turner,6034,1,2,1,parent,parent;child;sibling,HoC,1,panel;rush,Charles Frewen;Moreton Frewen
Q26293549,Henry Adeane,52,1,3,1,child,child;indirect,HoC,1,panel;rush,"Henry Adeane;Edward Grenfell, 1st Baron St Just;Henry Grenfell"
Q26293990,Jesse David Watts-Russell,7179,0,0,0,,,,1,,
Q26294710,William Wood,7372,0,0,0,,,,0,,
Q26295402,James Taylor,7267,0,0,0,,,,0,,
Q26295517,Henry Ratcliffe,5510,0,0,0,,,,0,,
Q26296383,Loftus Bland,3234,0,0,0,,,,1,,
Q26296996,Thomas Lundon,4783,1,1,0,parent,parent,HoC,0,rush,William Lundon
Q26299011,"Sir Horace St Paul, 2nd Baronet",5838,1,1,0,child,child,HoC,1,panel,"Sir Horace St Paul, 1st Baronet"
Q26299237,Humphrey Freeland,4030,0,0,0,,,,0,,
Q26300717,Alfred Bristow,3338,0,0,0,,,,0,,
Q26300817,"Sir Archibald Campbell, 3rd Baronet",,0,0,0,,,,1,,
Q26301283,James Wood,7537,0,0,0,,,,0,,
Q26303205,"Sir George Errington, 1st Baronet",1568,0,0,0,,,,1,,
Q26303355,George Grice-Hutchinson,1740,0,0,0,,,,0,,
Q26303471,Charles Sturt,911,0,0,0,,,,0,,
Q26305397,"Sir George Scott-Douglas, 4th Baronet",1505,0,0,0,,,,1,,
Q26305575,John Johnstone,1961,0,0,0,,,,1,,
Q263076,Robin Walker,9871,1,1,0,parent,parent;child,HoC,1,panel;rush,"Peter Walker, Baron Walker of Worcester"
Q26310345,Edward Davenport,1453,0,0,0,,,,0,,
Q26310594,Ernest Bird,3211,0,0,0,,,,1,,
Q26310886,William Chetwynd,3492,0,0,0,,,,1,,
Q26310983,Miles Mattinson,4953,0,0,0,,,,0,,
Q26311084,Edward Divett,3738,0,0,0,,,,0,,
Q263147,John Bercow,122,0,0,0,,,,0,,
Q263166,Ben Wallace,9526,0,0,0,,,,0,,
Q26321345,Swynfen Jervis,4518,1,1,0,cousin,cousin,HoC,0,panel;rush,John Jervis
Q26321616,Thomas Staveley,5854,0,0,0,,,,0,,
Q26321770,Jasper Parrott,5329,0,0,0,,,,0,,
Q263243,Paul Beresford,123,0,0,0,,,,0,,
Q26326544,Florence O'Driscoll,2689,0,0,0,,,,0,,
Q26326803,John Leith,2455,0,0,0,,,,1,,
Q26327776,Aaron Chapman,6642,0,0,0,,,,0,,
Q26328271,John Campbell,2268,1,1,0,uncle/aunt,uncle/aunt,HoC,1,rush,Wadham Wyndham
Q26328565,Richard Fox,6805,1,1,0,indirect,indirect,HoC,1,rush,Charles Fox
Q26328792,Henry Lacy,4622,0,0,0,,,,0,,
Q26329166,Charles Trueman,6042,0,0,0,,,,0,,
Q26329235,Henry Fulford,4043,0,0,0,,,,0,,
Q26329797,William Crompton-Stansfield,5850,0,0,0,,,,1,,
Q26329898,"Sir Thomas Style, 8th Baronet",5909,0,0,0,,,,0,,
Q263299,Luciana Berger,9926,0,0,0,,,,0,,
Q26330206,Richard Austin Spencer,,0,0,0,,,,0,,
Q26330510,William Hutchison,8338,0,0,0,,,,0,,
Q26331118,Wyndham Goold,4134,0,0,0,,,,0,,
Q26331244,Conway Dobbs,3742,1,1,0,indirect,indirect,HoC,1,rush,William Dobbs
Q26334845,Thomas Marsland,4942,1,1,0,sibling,sibling,HoC,0,rush,Henry Marsland
Q263350,Jake Berry,9648,0,0,0,,,,0,,
Q26335677,William Pinney,5406,0,0,0,,,,1,,
Q263416,Joan Walley,688,0,0,0,,,,0,,
Q263508,Clive Betts,127,0,0,0,,,,0,,
Q263532,Robert Walter,689,0,0,0,,,,0,,
Q263589,David Ward,9839,0,0,0,,,,0,,
Q263653,Angela Watkinson,3659,0,0,0,,,,0,,
Q263729,Andrew Bingham,9652,0,0,0,,,,0,,
Q263767,Brian Binley,9539,0,0,0,,,,0,,
Q263802,Tom Watson,6168,0,0,0,,,,0,,
Q263822,Gordon Birtwistle,9832,0,0,0,,,,0,,
Q26385266,Alexander Henry,6885,1,2,1,child,child,HoC,0,rush,John Snowdon Henry;Mitchell Henry
Q26386645,Charles Cooper,8999,0,0,0,,,,0,,
Q26386725,John Fergus,3947,0,0,0,,,,0,,
Q26386780,Colin Dunlop,3818,0,0,0,,,,0,,
Q26386850,Harry Chilcott,3499,0,0,0,,,,0,,
Q26387054,Edward Monckton,2615,0,0,0,,,,1,,
Q26387150,George Reid,7156,0,0,0,,,,0,,
Q26387230,Edmund Hornby,6908,0,0,0,,,,1,,
Q26387320,Thomas Hay,8295,1,4,1,parent,parent;child;niece/nephew,HoC,1,panel;rush,"George Hay, Earl of Gifford;John Hay;Sir John Dalrymple-Hay, 3rd Baronet;William Hay, 10th Marquess of Tweeddale"
Q26387424,John Perry-Watlington,6150,0,0,0,,,,0,,
Q26387499,Edward Glover,4114,0,0,0,,,,1,,
Q263875,Bob Blackman,9651,0,0,0,,,,0,,
Q26387943,David Greig,4289,0,0,0,,,,0,,
Q263882,David Watts,694,0,0,0,,,,1,,
Q26388219,John Cole,6667,1,4,1,sibling,sibling;uncle/aunt,HoC,1,panel;rush,"Arthur Cole;Henry Cole;Lowry Cole, 4th Earl of Enniskillen;William Cole, 3rd Earl of Enniskillen"
Q26388686,Owen Parker,8159,0,0,0,,,,0,,
Q26389140,Hewitt Bridgeman,6587,0,0,0,,,,0,,
Q263923,Roberta Blackman-Woods,9500,0,0,0,,,,0,,
Q263969,Nicola Blackwood,9655,0,0,0,,,,1,,
Q26398381,Ambrose Goddard,1692,1,1,0,parent,parent,HoC,1,rush,Ambrose Goddard
Q26398785,Cadwallader Waddy,7315,0,0,0,,,,0,,
Q26399033,Denis Cogan,7485,0,0,0,,,,0,,
Q26399423,Charles Goring,4141,0,0,0,,,,0,,
Q264000,Mike Weatherley,9872,0,0,0,,,,0,,
Q264023,Hazel Blears,130,0,0,0,,,,0,,
Q264072,Tom Blenkinsop,9925,0,0,0,,,,0,,
Q264116,Steve Webb,695,0,0,0,,,,0,,
Q264132,Paul Blomfield,9928,0,0,0,,,,0,,
Q26415175,Edward McMahon,7003,0,0,0,,,,0,,
Q26415474,Charles William Packe,5303,1,1,0,sibling,sibling,HoC,1,panel;rush,George Hussey Packe
Q26415909,Dominick Ronayne,9442,1,1,0,cousin,cousin,HoC,0,panel;rush,Daniel O'Connell
Q264196,David Blunkett,132,0,0,0,,,,1,,
Q264220,Mike Weir,6173,0,0,0,,,,0,,
Q26422972,John Lorden,4755,0,0,0,,,,0,,
Q264305,Crispin Blunt,133,0,0,0,,,,0,,
Q264337,James Wharton,9873,0,0,0,,,,0,,
Q264365,Nick Boles,9653,0,0,0,,,,1,,
Q264374,Heather Wheeler,9874,0,0,0,,,,0,,
Q264420,Chris White,9875,0,0,0,,,,0,,
Q264426,Peter Bone,9572,0,0,0,,,,0,,
Q26446169,William Hackblock,4209,0,0,0,,,,0,,
Q26446381,John Blackburne,6570,0,0,0,,,,0,,
Q2644715,Alfred Billson,2904,1,1,0,indirect,indirect,HoC,1,rush,Brooks Crompton Wood
Q26447351,"Sir Thomas Esmonde, 9th Baronet",6758,0,0,0,,,,1,,
Q264477,Peter Bottomley,139,1,1,0,spouse,spouse,HoC,1,rush,Virginia Bottomley
Q2644798,Alfred Byrne,7444,0,0,0,,,,0,,
Q2644901,"Alf Dubs, Baron Dubs",3788,0,0,0,,,,1,,
Q264510,Eilidh Whiteford,9601,0,0,0,,,,0,,
Q264560,Karen Bradley,9660,0,0,0,,,,0,,
Q264585,Alan Whitehead,699,0,0,0,,,,0,,
Q264618,Ben Bradshaw,143,0,0,0,,,,0,,
Q264636,Craig Whittaker,9876,0,0,0,,,,0,,
Q264662,Graham Brady,144,0,0,0,,,,0,,
Q264684,John Whittingdale,701,0,0,0,,,,1,,
Q264720,Tom Brake,145,0,0,0,,,,0,,
Q264761,Malcolm Wicks,702,0,0,0,,,,0,,
Q264766,Theresa May,479,0,0,0,,,,0,,
Q26476983,Cornthwaite Hector,4315,0,0,0,,,,0,,
Q26477030,John Entwisle,3886,1,2,1,cousin,cousin;indirect,HoC,0,panel;rush,"Sir Alexander Ramsay, 3rd Baronet;William Entwisle"
Q26477102,Richard Bremridge,3330,0,0,0,,,,0,,
Q26477164,Saville Ogle,5274,0,0,0,,,,0,,
Q264776,Angie Bray,9657,0,0,0,,,,0,,
Q26477874,James Kelly,6951,0,0,0,,,,0,,
Q26478059,Robert Hale,4221,0,0,0,,,,1,,
Q26478535,John Laurie,6971,1,1,0,child,child,HoC,0,rush,John Wimburn Laurie
Q26478612,Thomas Blane,8270,0,0,0,,,,0,,
Q26478734,Francis O'Beirne,2675,0,0,0,,,,0,,
Q26479012,George Lyall,4791,1,1,0,parent,parent;child,HoC,0,panel;rush,George Lyall
Q26479289,Alan Burgoyne,3401,0,0,0,,,,0,,
Q26480550,Thomas Greer,1732,0,0,0,,,,1,,
Q26481052,Henry Dewhurst,3735,0,0,0,,,,0,,
Q26481365,William Houghton-Gastrell,4071,0,0,0,,,,0,,
Q26482097,Rei Carter,8180,0,0,0,,,,0,,
Q26482296,Robert Edmund Dickinson,7465,0,0,0,,,,0,,
Q264827,Julian Brazier,147,0,0,0,,,,0,,
Q264964,Kevin Brennan,3719,0,0,0,,,,0,,
Q265028,Andrew Bridgen,9662,0,0,0,,,,0,,
Q265088,Steve Brine,9661,0,0,0,,,,0,,
Q265140,James Brokenshire,9517,0,0,0,,,,0,,
Q265190,Annette Brooke,3772,0,0,0,,,,0,,
Q2654367,Archibald Hunter,4456,0,0,0,,,,0,,
Q26577004,Henry Cartwright,6634,1,1,0,parent,parent;child,HoC,1,panel;rush,William Ralph Cartwright
Q26577947,Francis Meehan,5037,0,0,0,,,,0,,
Q265870,Lyn Brown,9574,0,0,0,,,,0,,
Q265900,Bill Wiggin,6283,1,1,0,parent,parent;child,HoC,1,panel;rush,Jerry Wiggin
Q2659147,John Chapman,1358,1,1,0,child,child,HoC,0,rush,Edward Chapman
Q265935,Nick Brown,152,0,0,0,,,,0,,
Q266000,Russell Brown,153,0,0,0,,,,0,,
Q266033,Jeremy Browne,9566,0,0,0,,,,0,,
Q266064,David Willetts,706,0,0,0,,,,1,,
Q266078,Fiona Bruce,9664,0,0,0,,,,0,,
Q266113,Malcolm Bruce,157,0,0,0,,,,1,,
Q2661130,Henry Thomson,941,0,0,0,,,,0,,
Q26611669,John Martin,6429,1,3,1,child,child;sibling;indirect,HoC,1,panel;rush,"John Martin;James Martin;Sir Richard Martin, 1st Baronet, of Overbury Court"
Q266146,Chris Bryant,3775,0,0,0,,,,0,,
Q266189,Hywel Williams,6329,0,0,0,,,,0,,
Q2662125,Harold Thomas Cawley,7488,1,2,1,parent,parent;child;sibling,HoC,1,panel;rush,"Frederick Cawley, 1st Baron Cawley;Oswald Cawley"
Q266238,Karen Buck,158,0,0,0,,,,0,,
Q26634508,Peter Blackburn,6569,0,0,0,,,,1,,
Q266357,Mark Williams,9483,0,0,0,,,,0,,
Q266434,Roger Williams,6492,0,0,0,,,,0,,
Q266468,"Thomas Ashton, 1st Baron Ashton of Hyde",1774,0,0,0,,,,1,,
Q26649742,John Stewart,7242,0,0,0,,,,0,,
Q266548,Stephen Williams,9477,0,0,0,,,,0,,
Q26660271,Philip Courtenay,6679,0,0,0,,,,0,,
Q266647,Chris Williamson,10141,0,0,0,,,,0,,
Q26678275,Robert Westley Hall-Dare,3685,0,0,0,,,,1,,
Q26678464,Alexander Ellice,6751,1,2,1,sibling,sibling;uncle/aunt;niece/nephew,HoC,1,panel;rush,Edward Ellice;Edward Ellice
Q26678496,Joseph Christopher Ewart,6763,1,1,0,sibling,sibling,HoC,0,panel;rush,William Ewart
Q26678579,Thomas Fitzgerald,3980,0,0,0,,,,0,,
Q266793,Theresa Villiers,9485,0,0,0,,,,1,,
Q26689741,Richard Swift,5938,0,0,0,,,,0,,
Q26689749,John Talbot,7263,0,0,0,,,,1,,
Q26689750,Edward King-Tenison,5957,0,0,0,,,,1,,
Q26689752,Ralph Anthony Thicknesse,5968,1,1,0,parent,parent;child,HoC,1,panel;rush,Ralph Thicknesse
Q26689908,Henry Thomas,7270,0,0,0,,,,0,,
Q26689912,Charles Townsend,955,0,0,0,,,,0,,
Q26689915,Robert Tudway,6046,1,1,0,indirect,indirect,HoC,1,rush,"Sir William Miles, 1st Baronet"
Q26689917,Edward Tufnell,6048,1,1,0,child,child,HoC,1,rush,Richard Tufnell
Q26689955,George Vansittart,6080,0,0,0,,,,1,,
Q26689962,John Vivian,7312,0,0,0,,,,0,,
Q26689966,Reginald Vyner,6097,0,0,0,,,,1,,
Q26689981,Thomas Walker,984,1,1,0,indirect,indirect,HoC,0,rush,"Henry Allsopp, 1st Baron Hindlip"
Q26689989,John Walrond,7321,1,2,1,parent,parent;child;grandparent;grandchild,HoC,1,panel;rush,"William Walrond;William Walrond, 1st Baron Waleran"
Q26689992,Ralph Walters,6126,0,0,0,,,,0,,
Q26689999,Alfred Warren,6139,0,0,0,,,,0,,
Q26690007,Graeme Whitelaw,1038,1,2,1,parent,parent;child;sibling,HoC,0,panel;rush,Alexander Whitelaw;William Whitelaw
Q26690012,Thomas Whitworth,1044,1,2,1,parent,parent;uncle/aunt,HoC,0,rush,Benjamin Whitworth;William Whitworth
Q26690019,John Willoughby,6220,1,1,0,sibling,sibling,HoC,1,rush,"Sir Henry Willoughby, 3rd Baronet"
Q26690022,Humphrey Willyams,7358,1,1,0,child,child,HoC,0,rush,Edward Brydges Willyams
Q26690029,Maitland Wilson,9400,1,1,0,child,child,HoC,1,panel,Henry Wilson
Q26690037,John Wingfield-Digby,1814,0,0,0,,,,1,,
Q26690043,William Wyndham,6315,0,0,0,,,,1,,
Q26690049,Henry Yorke,6323,0,0,0,,,,1,,
Q26690145,Renn Hampden,4239,0,0,0,,,,0,,
Q266905,Martin Vickers,9870,0,0,0,,,,0,,
Q26690970,John Hornby,6910,1,2,1,sibling,sibling;uncle/aunt,HoC,1,panel,"Sir William Hornby, 1st Baronet;William Henry Hornby"
Q26691194,James Spaight,5808,0,0,0,,,,0,,
Q26691196,Robert Laycock,2433,0,0,0,,,,1,,
Q26691198,James Mackie,7000,1,1,0,parent,parent;child,HoC,0,panel;rush,John Mackie
Q26691204,William Brewer,1259,0,0,0,,,,0,,
Q26691214,David Sherlock,849,0,0,0,,,,1,,
Q26691256,James Boyton,3307,0,0,0,,,,0,,
Q26691259,George Dunbar,6736,0,0,0,,,,0,,
Q26691275,John Mackie,7001,1,2,1,parent,parent;child;grandchild,HoC,0,panel;rush,James Mackie;John Mackie
Q26691292,Charles Bell,1202,0,0,0,,,,0,,
Q26691294,Daniel Peploe,2751,0,0,0,,,,1,,
Q26691299,Robert Potter,7134,0,0,0,,,,0,,
Q26691304,Edward Schenley,5679,0,0,0,,,,0,,
Q26691311,William Curry,9089,0,0,0,,,,0,,
Q26691314,Francis Macdonogh,4835,0,0,0,,,,0,,
Q26691316,Alexander Dennistoun,3727,1,1,0,sibling,sibling,HoC,1,panel;rush,John Dennistoun
Q26691317,John Guiney,4198,1,1,0,sibling,sibling,HoC,0,rush,Patrick Guiney
Q26691322,Nicholas Ennis,1566,0,0,0,,,,0,,
Q26691323,Hugh Lyons-Montgomery,5095,0,0,0,,,,1,,
Q26691325,Thomas Goff,4121,0,0,0,,,,1,,
Q26691327,George Walker-Heneage,6884,0,0,0,,,,1,,
Q26691328,William Papwell Brigstocke,3335,0,0,0,,,,1,,
Q26691332,Ellis Nuttall,5238,0,0,0,,,,0,,
Q26691334,Thomas Lloyd,9140,0,0,0,,,,0,,
Q26695723,Hugh Campbell,6622,0,0,0,,,,1,,
Q26695726,John De Beauvoir,3692,0,0,0,,,,1,,
Q26695941,"Sir John Hope, 11th Baronet",9021,0,0,0,,,,1,,
Q26695969,William Johnson,6938,0,0,0,,,,0,,
Q26695977,"Sir William Milner, 5th Baronet",7045,1,1,0,parent,parent;child,HoC,1,panel;rush,"Sir Frederick Milner, 7th Baronet"
Q26695979,"Sir Richard Nagle, 2nd Baronet",5171,0,0,0,,,,0,,
Q26695982,Frederick Perkins,2755,0,0,0,,,,0,,
Q26695991,"Sir James Power, 2nd Baronet",7139,1,1,0,parent,parent,HoC,1,panel,"Sir John Power, 3rd Baronet"
Q26695995,Edwin Stockton,5880,0,0,0,,,,0,,
Q26696007,Marriott Dalway,1447,0,0,0,,,,0,,
Q26696017,Ambrose Hussey,4462,0,0,0,,,,0,,
Q26696022,Joseph Mullings,5149,0,0,0,,,,0,,
Q26696025,David Halstead,4235,0,0,0,,,,0,,
Q26696029,Philip Humberston,4450,0,0,0,,,,0,,
Q26696072,John Evans,6761,0,0,0,,,,0,,
Q26696169,Edward Stanley,6468,0,0,0,,,,0,,
Q26696497,Daniel O'Leary,7579,0,0,0,,,,0,,
Q266969,Frank Fahy,3911,0,0,0,,,,0,,
Q266978,Valerie Vaz,10140,1,1,0,sibling,sibling,HoC,0,rush,Keith Vaz
Q26698876,James Praed,7144,0,0,0,,,,1,,
Q26701498,William Burdon,3395,0,0,0,,,,0,,
Q26701524,William Cavendish-Bentinck,1349,1,2,1,parent,parent;child;uncle/aunt,HoC,1,panel;rush,"George Cavendish-Bentinck;Sir John Leslie, 1st Baronet"
Q26701525,William Crosfield,1422,1,1,0,indirect,indirect,HoC,0,rush,"Sir Arthur Crosfield, 1st Baronet"
Q26701526,William Entwisle,3887,1,1,0,cousin,cousin,HoC,0,panel;rush,John Entwisle
Q26701549,"Sir Alexander Hood, 2nd Baronet",6906,1,3,1,parent,parent;child;grandparent;grandchild;niece/nephew,HoC,1,panel;rush,"Sir Alexander Fuller-Acland-Hood, 3rd Baronet;Alexander Fuller-Acland-Hood, 1st Baron St Audries;Arthur Hood, 2nd Viscount Bridport"
Q26701784,William Leslie,6980,0,0,0,,,,1,,
Q26701851,William Lockhart,4737,0,0,0,,,,0,,
Q26701858,William MacCaw,4831,0,0,0,,,,1,,
Q26701864,William Magan,4891,0,0,0,,,,0,,
Q26701874,William McCormick,4985,0,0,0,,,,0,,
Q26701881,William Meagher,5034,0,0,0,,,,0,,
Q26701887,William Munster,5157,1,1,0,parent,parent,HoC,0,rush,Henry Munster
Q26701893,William O'Sullivan,2709,0,0,0,,,,0,,
Q26701897,William Overend,5300,0,0,0,,,,0,,
Q26701902,William Reynolds,8336,0,0,0,,,,0,,
Q26701910,William Roche,7167,0,0,0,,,,0,,
Q26701917,William Sharpe,1914,0,0,0,,,,0,,
Q26701926,William Simpson-Hinchliffe,5756,0,0,0,,,,0,,
Q26702085,James Kennedy,6955,0,0,0,,,,0,,
Q26702343,Richard Hodgson,6900,0,0,0,,,,0,,
Q26702418,Thomas Clifton,6655,1,1,0,parent,parent;child,HoC,1,panel;rush,John Talbot Clifton
Q26702459,Charles Mare,4926,0,0,0,,,,0,,
Q26704994,"Sir John Ferguson Davie, 2nd Baronet",9090,1,2,1,parent,parent;child;grandchild,HoC,1,panel;rush,"Robert Ferguson of Raith;Sir Henry Ferguson Davie, 1st Baronet"
Q267105,Keith Vaz,683,1,1,0,sibling,sibling,HoC,0,rush,Valerie Vaz
Q26718317,Richard Alsager,3008,0,0,0,,,,0,,
Q26718319,Robert Armstrong,6301,0,0,0,,,,0,,
Q26718322,Thomas Baskerville,3118,0,0,0,,,,0,,
Q26718333,Thomas Bewes,3193,0,0,0,,,,0,,
Q26718344,Robert Brewster,3332,0,0,0,,,,0,,
Q26718355,Robert Browne,6599,0,0,0,,,,0,,
Q26718782,Robert Campbell,6624,0,0,0,,,,0,,
Q26718786,Stewart Clark,6651,0,0,0,,,,1,,
Q26718791,Rice Clayton,3511,1,1,0,sibling,sibling,HoC,1,panel,"Sir William Clayton, 5th Baronet"
Q26718795,Thomas Crosland,3643,1,1,0,sibling,sibling,HoC,1,panel;rush,Joseph Crosland
Q26718798,Richard Devereux,1485,1,1,0,indirect,indirect,HoC,0,rush,John Devereux
Q26718808,Samuel Dickson,6721,0,0,0,,,,0,,
Q26718811,Samuel Dickson,7464,0,0,0,,,,0,,
Q26719026,Samuel Duckworth,3144,0,0,0,,,,0,,
Q26719030,Richard Eaton,6748,0,0,0,,,,0,,
Q26719031,Richard Fitzgerald,3979,0,0,0,,,,0,,
Q26719032,Percy Gates,4073,0,0,0,,,,0,,
Q26719039,Robert Hanbury,6870,0,0,0,,,,1,,
Q26719079,Summers Harford,4255,0,0,0,,,,0,,
Q26719445,Robert Heath,2247,1,2,1,parent,parent;child,HoC,1,panel;rush,"Arthur Heath;Sir James Heath, 1st Baronet"
Q26719545,Thomas Ireland,4484,0,0,0,,,,1,,
Q26719560,Samuel Irton,4486,0,0,0,,,,0,,
Q26719583,Peter Kirk,7462,0,0,0,,,,0,,
Q26719593,Robert Logan,6989,0,0,0,,,,0,,
Q26719601,Robert Longfield,4749,0,0,0,,,,0,,
Q26719606,Thomas Luce,4778,0,0,0,,,,0,,
Q26719615,Thomas Mackenzie,4844,0,0,0,,,,0,,
Q26719626,Valentine Maher,4896,1,1,0,sibling,sibling;cousin,HoC,0,panel;rush,Nicholas Maher
Q26719710,Richard Mallock,2563,0,0,0,,,,0,,
Q26720011,John Stroyan,5904,0,0,0,,,,0,,
Q26720050,Walter Meller,2589,0,0,0,,,,0,,
Q26720088,Ebenezer Jacob,,0,0,0,,,,0,,
Q26720097,Thomas Stock,7247,0,0,0,,,,0,,
Q26720121,Sampson Stawell,5856,0,0,0,,,,1,,
Q26720132,Samuel Morris,2635,0,0,0,,,,0,,
Q26720135,Thomas Mills,7044,1,1,0,sibling,sibling,HoC,0,rush,John Remington Mills
Q26720140,Ross Moore,7048,0,0,0,,,,0,,
Q26721626,Maurice Brooks,1277,0,0,0,,,,0,,
Q26721635,Michael Brothers,3359,0,0,0,,,,0,,
Q26721638,Patrick Chance,1356,0,0,0,,,,0,,
Q26721640,Matthew Corbally,2822,0,0,0,,,,1,,
Q26721657,Joshua Crompton,6688,1,1,0,indirect,indirect,HoC,0,rush,"Sir Samuel Crompton, 1st Baronet"
Q26722040,John Devereux,6716,1,1,0,indirect,indirect,HoC,0,rush,Richard Devereux
Q26722044,John Dixon,6724,0,0,0,,,,0,,
Q26722047,John Dod,3746,0,0,0,,,,0,,
Q26722115,Michael Dunne,3272,1,1,0,indirect,indirect,HoC,0,rush,Francis Plunkett Dunne
Q26722118,Justinian Edwards-Heathcote,1540,0,0,0,,,,0,,
Q26722123,Nicholas Fitzsimon,3990,0,0,0,,,,0,,
Q26722125,Matthew Forster,6797,1,1,0,parent,parent;child,HoC,0,panel;rush,John Forster
Q26722128,Joseph Fox,1641,0,0,0,,,,0,,
Q26722145,John Greenwood,4164,0,0,0,,,,0,,
Q26722149,John Heard,4306,0,0,0,,,,0,,
Q26722169,Joseph Hoare,6895,0,0,0,,,,1,,
Q26722172,John Jervis,4519,1,1,0,parent,parent;child,HoC,1,panel;rush,John Jervis
Q26722180,John Willes-Johnson,6936,0,0,0,,,,1,,
Q26722212,John King,6962,0,0,0,,,,1,,
Q26722215,John Kirkwood,9123,0,0,0,,,,0,,
Q26722230,John Leech,4678,0,0,0,,,,0,,
Q26722241,Joseph Leycester,4713,0,0,0,,,,0,,
Q26722247,John Macdona,1960,0,0,0,,,,0,,
Q26722255,John Maitland,2559,1,1,0,uncle/aunt,uncle/aunt,HoC,0,rush,"Thomas Maitland, Lord Dundrennan"
Q26722286,John Martin,6459,0,0,0,,,,0,,
Q26722293,Patrick McMahon,2547,0,0,0,,,,0,,
Q26722295,John Miles,,0,0,0,,,,0,,
Q26722296,John Moore-Stevens,9418,0,0,0,,,,0,,
Q26722298,Martin Murphy,9422,0,0,0,,,,0,,
Q26722300,Nicholas Murphy,7580,0,0,0,,,,0,,
Q26722303,John O'Brien,7076,1,3,1,sibling,sibling;indirect,HoC,1,rush,James O'Brien;Cornelius O'Brien;Francis Stack Murphy
Q26722311,Richard O'Shaughnessy,2707,0,0,0,,,,0,,
Q26722322,John Poulter,5441,0,0,0,,,,0,,
Q26722324,John Power,7140,1,1,0,parent,parent,HoC,1,panel,"Edmond de la Poer, 1st Count de la Poer"
Q26722328,Robert Pringle,5458,0,0,0,,,,0,,
Q26722331,John Rawdon,5515,0,0,0,,,,1,,
Q26722358,Louis Sinclair,7515,0,0,0,,,,0,,
Q26722369,John Smyth,7225,0,0,0,,,,0,,
Q26722391,Joseph Stock,7246,0,0,0,,,,0,,
Q26722394,Michael Sullivan,7260,0,0,0,,,,0,,
Q26722397,Richard Sullivan,7261,0,0,0,,,,0,,
Q267234,Shailesh Vara,9481,0,0,0,,,,0,,
Q26732195,John Alexander,6288,0,0,0,,,,1,,
Q26732202,John Attwood,3069,0,0,0,,,,0,,
Q26732214,Frederic Barnes,1171,0,0,0,,,,1,,
Q26732248,John Blencowe,3238,0,0,0,,,,1,,
Q26732762,John Brady,1253,0,0,0,,,,0,,
Q26732764,Henry Broadwood,3345,0,0,0,,,,0,,
Q26732765,Humphrey Brown,6592,0,0,0,,,,0,,
Q26732772,John Bruce,7450,0,0,0,,,,0,,
Q26732776,John Burman,3402,0,0,0,,,,0,,
Q26732778,Hugh Butler,9172,0,0,0,,,,0,,
Q26732784,Frederick Calvert,3431,1,3,1,sibling,sibling;uncle/aunt,HoC,1,panel,"Frederick William Verney;Sir Edmund Verney, 3rd Baronet;Sir Harry Verney, 2nd Baronet"
Q26732786,John Cator,3462,0,0,0,,,,1,,
Q26732794,Henry Clive,6658,1,5,1,indirect,indirect,HoC,0,rush,"Edward Herbert, 2nd Earl of Powis;Edward Herbert, 3rd Earl of Powis;Percy Clive;Robert Clive;Robert Windsor-Clive"
Q26733187,Henry Thomas Cole,1394,0,0,0,,,,1,,
Q26733808,James Daly,2035,0,0,0,,,,0,,
Q26733812,George Darby,3684,0,0,0,,,,0,,
Q26733816,Fretchville Dykes,3834,0,0,0,,,,0,,
Q26733888,George Franklyn,4028,0,0,0,,,,0,,
Q26733891,George Furness,7937,0,0,0,,,,0,,
Q26733896,James Goodson,4132,0,0,0,,,,0,,
Q26734292,George Higgins,6888,0,0,0,,,,0,,
Q26734725,Henry Hobhouse,6896,1,2,1,sibling,sibling,HoC,1,panel;rush,"John Hobhouse, 1st Baron Broughton;Thomas Benjamin Hobhouse"
