politician_id,politician_name,rushid,has_relative,n_relatives_detected,multiple_relatives,closeness,relation_types,relative_chamber,peerage_linked_flag,relative_sources,relative_examples
Q26734761,James King,6961,0,0,0,,,,1,,
Q26734766,George Kirk,2400,0,0,0,,,,0,,
Q26734944,Herbert Looker,4754,0,0,0,,,,0,,
Q26735279,George Muskett,5165,0,0,0,,,,0,,
Q26735282,James O'Beirne,2676,0,0,0,,,,0,,
Q26735310,James Platt,9112,0,0,0,,,,0,,
Q26735316,Harry Pollock,2777,0,0,0,,,,0,,
Q26735320,George Potts,5439,0,0,0,,,,0,,
Q26735758,Francis Russell,799,1,1,0,indirect,indirect,HoC,0,rush,Henry Baillie
Q26735881,James Rust,5644,0,0,0,,,,0,,
Q26735883,Geoffrey Shaw,9451,0,0,0,,,,1,,
Q26735888,Hugh Smith,7512,0,0,0,,,,0,,
Q26735896,Jervoise Smith,7213,1,3,1,parent,parent;child;grandparent;grandchild;niece/nephew,HoC,1,panel;rush,John Abel Smith;John Smith;Martin Tucker Smith
Q26735900,Henry Spearman,5815,0,0,0,,,,0,,
Q26735904,James Stones,5889,0,0,0,,,,0,,
Q267481,Laurence Oliphant,5277,0,0,0,,,,1,,
Q267485,Ed Vaizey,9571,0,0,0,,,,1,,
Q26753886,Daniel Ambrose,1112,0,0,0,,,,0,,
Q26753887,Francis Bassett,1183,0,0,0,,,,0,,
Q26753888,Francis Beamish,3130,0,0,0,,,,1,,
Q26753889,Francis Calcutt,2205,0,0,0,,,,1,,
Q26754454,Alexander Campbell,6620,0,0,0,,,,0,,
Q26754455,Eugene Collins,1401,0,0,0,,,,0,,
Q26754457,Charles Connor,7501,0,0,0,,,,0,,
Q26754461,Arthur Davies,7769,0,0,0,,,,0,,
Q26755680,Charles Dawson,1465,0,0,0,,,,0,,
Q26756012,Thomas Dawson,6709,0,0,0,,,,1,,
Q26756018,"Edmond de la Poer, 1st Count de la Poer",1478,1,1,0,child,child,HoC,1,panel,John Power
Q26756022,Francis Henry Dickinson,6718,0,0,0,,,,0,,
Q26756024,Clifford Edgar,3854,0,0,0,,,,0,,
Q26756030,Bickham Escott,3893,0,0,0,,,,0,,
Q26756039,Edward Fenwick,6770,0,0,0,,,,1,,
Q26756051,Alexander Fordyce,6793,1,1,0,child,child,HoC,0,rush,William Dingwall Fordyce
Q26756117,Charles Fox,6802,1,1,0,indirect,indirect,HoC,1,rush,Richard Fox
Q26756778,George Gavin,1669,0,0,0,,,,1,,
Q26756795,Edward Graham,7402,0,0,0,,,,0,,
Q26756809,Charles Greenaway,4161,0,0,0,,,,0,,
Q26756818,George Greville-Nugent,5233,1,4,1,parent,parent;child;sibling;uncle/aunt,HoC,1,panel;rush,"Reginald Greville-Nugent;Algernon Greville, 2nd Baron Greville;Fulke Greville-Nugent, 1st Baron Greville;Ronald Greville"
Q26756827,David Guthrie,1754,0,0,0,,,,0,,
Q26756830,Andrew Horner,4420,0,0,0,,,,0,,
Q26756847,Coleridge Kennard,6953,1,2,1,sibling,sibling;uncle/aunt,HoC,1,panel;rush,Edmund Kennard;Robert Kennard
Q26756858,Brownlow Knox,7475,0,0,0,,,,0,,
Q26758103,Alexander Swanston,919,0,0,0,,,,0,,
Q26758119,Andrew Steuart,5868,0,0,0,,,,0,,
Q26758594,Alexander Speirs,7232,1,2,1,cousin,cousin;indirect,HoC,0,panel;rush,Alexander Speirs;Archibald Alexander Speirs
Q26758597,Andrew Lawson,6974,0,0,0,,,,0,,
Q26758604,Alexander Lockhart,4738,0,0,0,,,,0,,
Q26758609,Daniel MacAleese,2509,0,0,0,,,,0,,
Q26758622,Edward McEvoy,2525,0,0,0,,,,1,,
Q26758638,Charles MacTavish,5029,0,0,0,,,,1,,
Q26758639,Charles Merewether,5046,0,0,0,,,,0,,
Q26758643,Charles Miles,7033,1,3,1,parent,parent;sibling;indirect,HoC,0,rush,"Philip John Miles;Sir Philip Miles, 2nd Baronet;Sir William Miles, 1st Baronet"
Q26758646,Edward Moon,1917,0,0,0,,,,1,,
Q26758651,Walter Morden,5107,0,0,0,,,,0,,
Q26758654,Francis Mowatt,5133,0,0,0,,,,0,,
Q26758897,Charles Murray,7061,0,0,0,,,,1,,
Q26758899,Arthur Naghten,2651,0,0,0,,,,1,,
Q26758901,Donald Nicol,1997,0,0,0,,,,0,,
Q26758903,Andrew O'Dwyer,5253,0,0,0,,,,1,,
Q26758906,Anthony O'Flaherty,5255,0,0,0,,,,0,,
Q26758914,Francis Grant,6834,1,2,1,parent,parent;child;sibling;indirect,HoC,1,panel;rush,"Francis Ogilvy-Grant, 6th Earl of Seafield;James Ogilvy-Grant, 9th Earl of Seafield"
Q26758919,Caleb Powell,7135,0,0,0,,,,0,,
Q26758921,Denis Rearden,5529,0,0,0,,,,0,,
Q26759049,Alexander Richardson,7716,0,0,0,,,,0,,
Q267594,Paul Uppal,9869,0,0,0,,,,0,,
Q267648,Chuka Umunna,10139,0,0,0,,,,0,,
Q267930,Yasmin Qureshi,10129,0,0,0,,,,0,,
Q2679435,Lord Claud Hamilton,1762,1,8,1,sibling,sibling;uncle/aunt;indirect,HoC,1,panel;rush,"Lord Ernest Hamilton;Lord Frederick Spencer Hamilton;James Hamilton, 3rd Duke of Abercorn;Lord George Hamilton;James Hamilton, 2nd Duke of Abercorn;James Hamilton, 5th Duke of Abercorn;James Hans Hamilton;Lord Claud Hamilton"
Q268030,Alun Cairns,9667,0,0,0,,,,0,,
Q268196,Alan Campbell,169,0,0,0,,,,0,,
Q268465,Gregory Campbell,3909,0,0,0,,,,0,,
Q268584,Dominic Raab,9846,0,0,0,,,,0,,
Q268875,"Herbert Bowden, Baron Aylestone",3279,0,0,0,,,,1,,
Q269005,Ronnie Campbell,172,0,0,0,,,,0,,
Q269124,Alistair Carmichael,3890,0,0,0,,,,0,,
Q269260,Neil Carmichael,9670,0,0,0,,,,0,,
Q269322,Douglas Carswell,9514,0,0,0,,,,0,,
Q269449,Bill Cash,178,0,0,0,,,,1,,
Q269533,Martin Caton,179,0,0,0,,,,0,,
Q269638,Jenny Chapman,9927,0,0,0,,,,0,,
Q269697,Liam Byrne,9457,0,0,0,,,,0,,
Q269729,Dan Byles,9668,0,0,0,,,,0,,
Q269853,Robert Buckland,9663,0,0,0,,,,0,,
Q269868,Richard Burden,159,0,0,0,,,,0,,
Q269886,Aidan Burley,9666,0,0,0,,,,0,,
Q269909,Andy Burnham,3776,0,0,0,,,,0,,
Q269925,Conor Burns,9665,0,0,0,,,,0,,
Q269940,Simon Burns,162,0,0,0,,,,0,,
Q269957,David Burrowes,9503,0,0,0,,,,0,,
Q269977,Paul Burstow,163,0,0,0,,,,0,,
Q270009,Alistair Burt,9341,0,0,0,,,,0,,
Q270042,Lorely Burt,9559,0,0,0,,,,1,,
Q271683,Rehman Chishti,9669,0,0,0,,,,0,,
Q271715,Christopher Chope,186,0,0,0,,,,0,,
Q271750,James Clappison,189,0,0,0,,,,0,,
Q2717918,Arthur Jenkins,8400,1,1,0,child,child,HoC,0,rush,Roy Jenkins
Q271800,Greg Clark,9568,0,0,0,,,,0,,
Q271828,Katy Clark,9463,0,0,0,,,,0,,
Q271878,"George Curzon, 1st Marquess Curzon of Kedleston",1441,1,2,1,parent,parent;child;indirect,HoC,1,panel;rush,Oswald Mosley;Lady Cynthia Mosley
Q271889,Kenneth Clarke,196,0,0,0,,,,0,,
Q271935,Tom Clarke,197,0,0,0,,,,0,,
Q272008,Andrew Tyrie,682,0,0,0,,,,1,,
Q272041,Stephen Twigg,680,0,0,0,,,,0,,
Q272098,Derek Twigg,679,0,0,0,,,,0,,
Q272123,Karl Turner,10138,0,0,0,,,,0,,
Q272155,Andrew Turner,6164,0,0,0,,,,0,,
Q2721877,Rudi Vis,685,0,0,0,,,,0,,
Q272201,Elizabeth Truss,9868,0,0,0,,,,0,,
Q272224,Norman Angell,3024,0,0,0,,,,0,,
Q272234,Jon Trickett,673,0,0,0,,,,0,,
Q272259,David Tredinnick,671,0,0,0,,,,0,,
Q272288,Justin Tomlinson,9867,0,0,0,,,,0,,
Q272318,Edward Timpson,9619,0,0,0,,,,0,,
Q272346,Stephen Timms,665,0,0,0,,,,0,,
Q272384,John Thurso,6125,1,1,0,grandparent,grandparent,HoC,1,rush,"Archibald Sinclair, 1st Viscount Thurso"
Q272408,Emily Thornberry,9523,0,0,0,,,,0,,
Q272452,Gareth Thomas,663,0,0,0,,,,0,,
Q272500,Sarah Teather,9448,0,0,0,,,,0,,
Q272526,Peter Tapsell,652,0,0,0,,,,1,,
Q272569,Mark Tami,6041,0,0,0,,,,0,,
Q272642,Tessa Jowell,401,0,0,0,,,,1,,
Q272643,Stephen Metcalfe,9719,0,0,0,,,,0,,
Q272644,Ruth Kelly,407,0,0,0,,,,0,,
Q272670,David Miliband,5301,1,1,0,sibling,sibling,HoC,0,panel;rush,Ed Miliband
Q272829,John Pugh,5586,0,0,0,,,,0,,
Q2729932,"Sir John Wood, 1st Baronet",8050,1,1,0,child,child,HoC,1,rush,Edmund Walter Hanbury Wood
Q275013,Austen Henry Layard,2432,0,0,0,,,,1,,
Q275465,George Wyndham,1829,1,3,1,parent,parent;child;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"Henry Wyndham;Henry Wyndham, 2nd Baron Leconfield;Percy Wyndham"
Q2761950,"Edward Cavendish, 10th Duke of Devonshire",7867,1,6,1,parent,parent;child;grandparent;grandchild;niece/nephew;indirect,HoC,1,panel;rush,"Victor Cavendish, 9th Duke of Devonshire;Robert Gascoyne-Cecil, 5th Marquess of Salisbury;Spencer Cavendish, 8th Duke of Devonshire;Lord Edward Cavendish;James Gascoyne-Cecil, 4th Marquess of Salisbury;Lord Richard Cavendish"
Q27671735,Robert Courts,9904,0,0,0,,,,0,,
Q277594,Adam Black,3221,0,0,0,,,,0,,
Q2783907,"Michael Knatchbull, 5th Baron Brabourne",4614,1,1,0,indirect,indirect,HoC,1,rush,"Sir Edward Knatchbull, 9th Baronet"
Q279314,"Doug Hoyle, Baron Hoyle",8504,1,1,0,parent,parent;child,HoC,1,panel;rush,Lindsay Hoyle
Q27942399,Sarah Olney,10144,0,0,0,,,,0,,
Q27943421,Ruth George,10027,0,0,0,,,,0,,
Q27979810,Caroline Johnson,9922,0,0,0,,,,0,,
Q283162,Arthur Blenkinsop,3239,0,0,0,,,,0,,
Q2833209,Alexander Staveley Hill,2274,1,1,0,parent,parent,HoC,0,panel,Henry Staveley-Hill
Q283472,Sydney Silverman,5749,0,0,0,,,,0,,
Q2842676,"Amelius Lockwood, 1st Baron Lambourne",1852,0,0,0,,,,1,,
Q285183,Geoffrey Clifton-Brown,200,1,2,1,grandparent,grandparent;indirect,HoC,1,rush,"Douglas Clifton Brown, 1st Viscount Ruffside;Geoffrey Clifton-Brown"
Q285249,Ann Clwyd,201,0,0,0,,,,0,,
Q285868,"William Wood, 1st Baron Hatherley",7373,1,2,1,parent,parent;child;sibling,HoC,1,panel;rush,"Sir Matthew Wood, 1st Baronet;Western Wood"
Q285975,Vernon Coaker,202,0,0,0,,,,0,,
Q2860158,Archie Norman,530,0,0,0,,,,0,,
Q286043,Ann Coffey,203,0,0,0,,,,0,,
Q286118,"Philip Stanhope, 5th Earl Stanhope",9027,1,5,1,parent,parent;child;indirect,HoC,1,panel;rush,"Archibald Primrose, Lord Dalmeny;Arthur Stanhope, 6th Earl Stanhope;Edward Stanhope;Philip Stanhope, 1st Baron Weardale;Sir Edward Kerrison, 1st Baronet"
Q2865197,Lord Arthur Lennox,4696,1,6,1,sibling,sibling;niece/nephew;indirect,HoC,1,panel;rush,"Sir George Russell, 4th Baronet;Lord Alexander Gordon-Lennox;Lord George Gordon-Lennox;Lord Henry Lennox;John Lennox;William Lennox"
Q2870626,Aubrey Beauclerk,3139,1,1,0,indirect,indirect,HoC,1,rush,"Sir Harry Goring, 8th Baronet"
Q28834849,Gareth Snell,10085,0,0,0,,,,0,,
Q28834855,Trudy Harrison,9919,0,0,0,,,,0,,
Q2883936,"Barbara Castle, Baroness Castle of Blackburn",11,0,0,0,,,,1,,
Q28867747,Elisha McCallion,10067,0,0,0,,,,0,,
Q2891663,Edward Spears,5816,0,0,0,,,,1,,
Q2892167,Henry Hunt,,0,0,0,,,,0,,
Q2892622,"Oliver Lyttelton, 1st Viscount Chandos",4809,1,3,1,parent,parent;child;uncle/aunt;niece/nephew;cousin,HoC,1,panel;rush,"Charles Lyttelton, 8th Viscount Cobham;Alfred Lyttelton;John Lyttelton, 9th Viscount Cobham"
Q2894842,Alan Clark,79,0,0,0,,,,1,,
Q2898523,Charles Masterman,4947,0,0,0,,,,1,,
Q29031,Charles Oman,5282,0,0,0,,,,1,,
Q2904392,"Richard Boyle, 9th Earl of Cork",3814,1,2,1,sibling,sibling;uncle/aunt,HoC,1,panel;rush,Robert Edward Boyle;William George Boyle
Q290474,Madeleine Moon,9475,0,0,0,,,,0,,
Q290554,Thérèse Coffey,9672,0,0,0,,,,0,,
Q2906438,George Leveson-Gower,2463,1,2,1,parent,parent;child;grandparent;niece/nephew,HoC,1,panel;rush,"Granville Leveson-Gower, 2nd Earl Granville;Frederick Leveson-Gower"
Q290646,Damian Collins,9671,0,0,0,,,,0,,
Q290733,Oliver Colvile,9674,0,0,0,,,,0,,
Q290799,Michael Connarty,208,0,0,0,,,,0,,
Q2908365,"William Ormsby-Gore, 4th Baron Harlech",8335,1,6,1,parent,parent;child;grandparent;grandchild;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"David Ormsby-Gore, 5th Baron Harlech;Seymour Ormsby-Gore;James Gascoyne-Cecil, 4th Marquess of Salisbury;George Ormsby-Gore, 3rd Baron Harlech;John Ormsby-Gore, 1st Baron Harlech;William Ormsby-Gore, 2nd Baron Harlech"
Q290855,Rosie Cooper,9525,0,0,0,,,,0,,
Q291057,Yvette Cooper,211,0,0,0,,,,0,,
Q291169,Jeremy Corbyn,213,0,0,0,,,,0,,
Q2912529,"Josiah Wedgwood, Baron Wedgwood",6157,0,0,0,,,,1,,
Q291303,Geoffrey Cox,9492,0,0,0,,,,0,,
Q291393,Stephen Crabb,9544,0,0,0,,,,0,,
Q291441,David Crausby,221,0,0,0,,,,0,,
Q291470,Mary Creagh,9570,0,0,0,,,,0,,
Q291502,Stella Creasy,10087,0,0,0,,,,1,,
Q291531,Michael Crockart,9833,0,0,0,,,,0,,
Q291557,Tracey Crouch,9673,0,0,0,,,,0,,
Q291591,Jon Cruddas,3941,0,0,0,,,,0,,
Q291615,John Cryer,223,1,2,1,parent,parent;child,HoC,0,panel;rush,Ann Cryer;Bob Cryer
Q291649,Alex Cunningham,9929,0,0,0,,,,0,,
Q291683,Jim Cunningham,227,0,0,0,,,,0,,
Q2916993,"Edward Montagu, 8th Earl of Sandwich",2279,1,1,0,indirect,indirect,HoC,1,rush,Victor Montagu
Q2917086,"Gerald Balfour, 2nd Earl of Balfour",1988,1,5,1,child,child;sibling;grandchild;uncle/aunt;cousin,HoC,1,panel;rush,"James Balfour;Arthur Balfour;Robert Gascoyne-Cecil, 3rd Marquess of Salisbury;James Gascoyne-Cecil, 4th Marquess of Salisbury;James Maitland Balfour"
Q291717,Tony Cunningham,3942,0,0,0,,,,0,,
Q291748,Margaret Curran,10088,0,0,0,,,,0,,
Q291785,Nic Dakin,10089,0,0,0,,,,0,,
Q291818,Simon Danczuk,10090,0,0,0,,,,0,,
Q2919989,"Julian Amery, Baron Amery of Lustleigh",3016,1,4,1,parent,parent;child;uncle/aunt;indirect,HoC,1,panel;rush,"Harold Macmillan;Maurice Macmillan;Leo Amery;Hamar Greenwood, 1st Viscount Greenwood"
Q2920090,"William Peel, 1st Earl Peel",7616,1,7,1,parent,parent;child;sibling;grandchild;niece/nephew;indirect,HoC,1,panel;rush,"Robert Peel;Arthur Peel;Sir Robert Peel, 3rd Baronet;Arthur George Villiers Peel;Frederick Peel;James Williamson, 1st Baron Ashton;Sidney Peel"
Q2932791,"Cadwallader Blayney, 12th Baron Blayney",3237,0,0,0,,,,1,,
Q2943967,"John Bigham, 1st Viscount Mersey",1221,0,0,0,,,,1,,
Q2947124,William Thompson,664,0,0,0,,,,0,,
Q2959005,"Charles Thomson, 1st Baron Sydenham",7278,1,1,0,sibling,sibling,HoC,1,rush,George Julius Poulett Scrope
Q2959185,Charles Geach,4076,0,0,0,,,,0,,
Q2959381,Charles Howard-Bury,4436,1,2,1,indirect,indirect,HoC,1,rush,Greville Howard;Henry Thomas Howard
Q2960081,Charles Ramsay Devlin,3734,0,0,0,,,,0,,
Q2960166,"Sir Charles Russell, 3rd Baronet",795,1,2,1,sibling,sibling;uncle/aunt,HoC,1,panel;rush,"Charles Russell;Sir George Russell, 4th Baronet"
Q296597,Ian Paisley,543,1,1,0,parent,parent;child,HoC,1,panel;rush,Ian Paisley Jr
Q296639,Alistair Darling,232,0,0,0,,,,1,,
Q296689,Ed Davey,234,0,0,0,,,,0,,
Q296716,Wayne David,3978,0,0,0,,,,0,,
Q296755,Ian Davidson,236,0,0,0,,,,0,,
Q296797,David Davies,9533,0,0,0,,,,0,,
Q296866,Geraint Davies,238,0,0,0,,,,0,,
Q296920,Glyn Davies,9676,0,0,0,,,,0,,
Q298846,Ann Widdecombe,703,0,0,0,,,,0,,
Q299565,William Henry Fox Talbot,7265,0,0,0,,,,1,,
Q299938,Halford Mackinder,4849,0,0,0,,,,0,,
Q300004,Philip Davies,9557,0,0,0,,,,0,,
Q300023,David Davis,241,0,0,0,,,,0,,
Q300030,Nick de Bois,9675,0,0,0,,,,0,,
Q300049,Gloria De Piero,10091,0,0,0,,,,0,,
Q300069,John Denham,246,0,0,0,,,,0,,
Q300107,Caroline Dinenage,9678,0,0,0,,,,0,,
Q300142,Jonathan Djanogly,3993,0,0,0,,,,0,,
Q300166,Jim Dobbin,249,0,0,0,,,,0,,
Q300182,Frank Dobson,250,0,0,0,,,,0,,
Q300214,Thomas Docherty,10092,0,0,0,,,,0,,
Q300243,Nigel Dodds,4139,0,0,0,,,,0,,
Q300269,Pat Doherty,4142,0,0,0,,,,0,,
Q300292,Jeffrey Donaldson,251,0,0,0,,,,0,,
Q300308,Brian Donohoe,3757,0,0,0,,,,0,,
Q300334,Frank Doran,253,0,0,0,,,,0,,
Q300349,Stephen Dorrell,254,0,0,0,,,,0,,
Q300368,Jim Dowd,255,0,0,0,,,,0,,
Q300389,Gemma Doyle,10093,0,0,0,,,,0,,
Q3006661,"Robert Reid, 1st Earl Loreburn",2003,0,0,0,,,,1,,
Q3007930,"Cuthbert Alport, Baron Alport",3007,0,0,0,,,,1,,
Q3012172,Alexander Hope,9103,1,3,1,parent,parent;child;niece/nephew;indirect,HoC,1,panel;rush,George William Hope;James Hope;Thomas Hope
Q301252,Anthony Crosland,3641,0,0,0,,,,0,,
Q30163209,Gerard Killen,10034,0,0,0,,,,0,,
Q30163380,Jo Platt,10045,0,0,0,,,,0,,
Q30163437,Kirstene Hair,9893,0,0,0,,,,0,,
Q30163501,Marsha de Cordova,10020,0,0,0,,,,0,,
Q30163560,James Frith,10025,0,0,0,,,,0,,
Q30163628,Danielle Rowley,10050,0,0,0,,,,0,,
Q30163629,Paul Sweeney,10055,0,0,0,,,,0,,
Q30163703,Damien Moore,9906,0,0,0,,,,0,,
Q30163918,Fiona Onasanya,10042,0,0,0,,,,0,,
Q30164276,Lesley Laird,10035,0,0,0,,,,0,,
Q30164279,Anna McMorrin,10037,0,0,0,,,,0,,
Q30164280,Wera Hobhouse,9843,0,0,0,,,,0,,
Q30164281,Paul Masterton,9907,0,0,0,,,,0,,
Q30164376,Matt Western,10058,0,0,0,,,,0,,
Q30164379,Hugh Gaffney,10026,0,0,0,,,,0,,
Q30164380,Rosie Duffield,10024,0,0,0,,,,0,,
Q30164451,Stephanie Peacock,10043,0,0,0,,,,0,,
Q30164696,Christine Jardine,9842,0,0,0,,,,0,,
Q30164739,Mike Hill,10030,0,0,0,,,,0,,
Q30164792,Alex Sobel,10054,0,0,0,,,,0,,
Q30164795,Stephen Kerr,9899,0,0,0,,,,0,,
Q30164902,Luke Pollard,10046,0,0,0,,,,0,,
Q30164903,Matt Rodda,10049,0,0,0,,,,0,,
Q30165006,Thelma Walker,10057,0,0,0,,,,0,,
Q30165049,Paul Williams,10060,0,0,0,,,,0,,
Q30165113,Lloyd Russell-Moyle,10051,0,0,0,,,,0,,
Q30165325,Bambos Charalambous,10019,0,0,0,,,,0,,
Q30165327,Lee Rowley,9911,0,0,0,,,,0,,
Q30165535,Jack Brereton,9886,0,0,0,,,,0,,
Q30165536,Tonia Antoniazzi,10017,0,0,0,,,,0,,
Q30165682,Alister Jack,9897,0,0,0,,,,0,,
Q30165748,Liz Twist,10056,0,0,0,,,,0,,
Q30166575,Faisal Rashid,10047,0,0,0,,,,0,,
Q30167357,Martin Whitfield,10059,0,0,0,,,,0,,
Q30168147,Luke Graham,9895,0,0,0,,,,0,,
Q30169287,Tanmanjeet Singh Dhesi,10022,0,0,0,,,,0,,
Q30172752,Ben Lake,9592,0,0,0,,,,0,,
Q30172941,Emma Dent Coad,10021,0,0,0,,,,1,,
Q30173119,Preet Gill,10028,0,0,0,,,,0,,
Q30174601,Colin Clark,9888,0,0,0,,,,0,,
Q30174635,Laura Pidcock,10044,0,0,0,,,,0,,
Q30174665,Darren Jones,10031,0,0,0,,,,0,,
Q30174692,Bim Afolami,9882,0,0,0,,,,0,,
Q30174715,Eleanor Smith,10052,0,0,0,,,,0,,
Q30174734,Julia Lopez,9905,0,0,0,,,,0,,
Q30176559,David Duguid,9889,0,0,0,,,,0,,
Q30179008,Stephen Morgan,10039,0,0,0,,,,0,,
Q30179052,Sarah Jones,10032,0,0,0,,,,0,,
Q30188435,Bill Grant,9891,0,0,0,,,,0,,
Q302036,Jackie Doyle-Price,9677,0,0,0,,,,0,,
Q302187,Richard Drax,9680,0,0,0,,,,1,,
Q30223596,Mike Amesbury,10016,0,0,0,,,,0,,
Q30223599,Ben Bradley,9883,0,0,0,,,,0,,
Q30223601,Layla Moran,9845,0,0,0,,,,0,,
Q30224361,David Linden,9659,0,0,0,,,,0,,
Q302244,Jack Dromey,10094,0,0,0,,,,0,,
Q30224657,Andrew Bowie,9884,0,0,0,,,,0,,
Q30226321,Dan Carden,10018,0,0,0,,,,0,,
Q30228118,Simon Clarke,9887,0,0,0,,,,0,,
Q30228145,Sandy Martin,10038,0,0,0,,,,0,,
Q302309,James Duddridge,9550,0,0,0,,,,0,,
Q30232942,Gillian Keegan,9900,0,0,0,,,,0,,
Q30234239,Alex Burghart,9885,0,0,0,,,,0,,
Q30234240,Ellie Reeves,10048,1,1,0,sibling,sibling,HoC,0,rush,Rachel Reeves
Q30234241,Rachel Maclean,9903,0,0,0,,,,0,,
Q30234242,Emma Hardy,10029,0,0,0,,,,0,,
Q30234243,Alex Norris,10040,0,0,0,,,,0,,
Q30234245,Leo Docherty,9890,0,0,0,,,,0,,
Q30234246,Jared O'Mara,10041,0,0,0,,,,0,,
Q30234247,Mohammad Yasin,10061,0,0,0,,,,0,,
Q30234248,Bob Seely,9910,1,1,0,great-great-uncle/aunt,great-great-uncle/aunt,HoC,1,rush,"John Seely, 1st Baron Mottistone"
Q30234249,Laura Smith,10053,0,0,0,,,,0,,
Q30234251,Karen Lee,10036,0,0,0,,,,0,,
Q30234253,Eddie Hughes,9898,0,0,0,,,,0,,
Q302363,Michael Dugher,10095,0,0,0,,,,0,,
Q302417,Alan Duncan,258,0,0,0,,,,0,,
Q302486,Iain Duncan Smith,3809,0,0,0,,,,1,,
Q302546,Philip Dunne,9530,0,0,0,,,,1,,
Q302620,Mark Durkan,9506,0,0,0,,,,0,,
Q302763,Angela Eagle,261,1,1,0,sibling,sibling,HoC,0,rush,Maria Eagle
Q302815,Maria Eagle,262,1,1,0,sibling,sibling,HoC,0,rush,Angela Eagle
Q302892,Jonathan Edwards,9591,0,0,0,,,,0,,
Q302939,Clive Efford,264,0,0,0,,,,0,,
Q303011,Julie Elliott,10096,0,0,0,,,,0,,
Q3030361,Edward Harland,2227,1,2,1,indirect,indirect,HoC,0,rush,Albert Harland;Henry Peirson Harland
Q3030370,Gustav Wilhelm Wolff,2910,0,0,0,,,,0,,
Q303085,Michael Ellis,9679,0,0,0,,,,0,,
Q303157,Jane Ellison,9682,0,0,0,,,,0,,
Q303253,Louise Ellman,265,0,0,0,,,,0,,
Q303299,Tobias Ellwood,9472,0,0,0,,,,0,,
Q303351,Charlie Elphicke,9681,1,1,0,partner,partner,HoC,0,rush,Natalie Elphicke
Q303411,Natascha Engel,9491,0,0,0,,,,0,,
Q303465,Bill Esterson,10097,0,0,0,,,,0,,
Q303510,George Eustice,9684,0,0,0,,,,0,,
Q303577,Chris Evans,10098,0,0,0,,,,0,,
Q303639,Graham Evans,9683,0,0,0,,,,0,,
Q303716,Jonathan Evans,9385,0,0,0,,,,0,,
Q3038002,Douglas Dodds-Parker,3747,0,0,0,,,,0,,
Q303814,Nigel Evans,269,0,0,0,,,,0,,
Q303883,David Evennett,3907,0,0,0,,,,0,,
Q304027,Michael Fabricant,272,0,0,0,,,,0,,
Q304095,Michael Fallon,273,0,0,0,,,,0,,
Q304172,Paul Farrelly,4189,0,0,0,,,,0,,
Q3041941,Jonathan Peel,7113,1,7,1,sibling,sibling;uncle/aunt;indirect,HoC,1,panel;rush,"Robert Peel;Edmund Peel;Arthur Peel;Sir Robert Peel, 3rd Baronet;Frederick Peel;William Yates Peel;Michael Biddulph, 1st Baron Biddulph"
Q304251,Tim Farron,9575,0,0,0,,,,0,,
Q304302,Lynne Featherstone,9518,0,0,0,,,,1,,
Q304388,Frank Field,275,0,0,0,,,,0,,
Q304450,Mark Field,4330,0,0,0,,,,0,,
Q3048490,Edward Crossley,1426,1,3,1,indirect,indirect,HoC,0,rush,"Francis Crossley;John Crossley;Savile Crossley, 1st Baron Somerleyton"
Q3048714,Edward William Harcourt,2220,1,4,1,sibling,sibling;uncle/aunt;indirect,HoC,1,panel;rush,"Lewis Harcourt, 1st Viscount Harcourt;Murray Finch-Hatton, 12th Earl of Winchilsea;Robert Harcourt;William Vernon Harcourt"
Q3048787,Edwin James,6932,0,0,0,,,,0,,
Q3048813,Edwin Scrymgeour,5693,0,0,0,,,,0,,
Q306169,Jim Fitzpatrick,277,0,0,0,,,,0,,
Q306250,Robert Syms,651,0,0,0,,,,0,,
Q3066350,M. E. Grant Duff,1516,0,0,0,,,,1,,
Q3069804,Thorold Rogers,778,0,0,0,,,,0,,
Q3069915,"Paul Channon, Baron Kelvedon",3479,1,2,1,parent,parent;child;grandparent,HoC,1,panel;rush,"Rupert Guinness, 2nd Earl of Iveagh;Henry Channon"
Q3072297,"James Hope, 1st Baron Rankeillour",9178,1,1,0,parent,parent;child,HoC,1,panel;rush,"Arthur Hope, 2nd Baron Rankeillour"
Q3073452,"Arthur Hope, 2nd Baron Rankeillour",9153,1,2,1,parent,parent;child,HoC,1,panel;rush,"James Hope, 1st Baron Rankeillour;Charles Hope"
Q3087168,"Frederick Stewart, 4th Marquess of Londonderry",8992,1,4,1,sibling,sibling;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"Charles Vane-Tempest-Stewart, 7th Marquess of Londonderry;Charles Vane-Tempest-Stewart, 6th Marquess of Londonderry;George Vane-Tempest, 5th Marquess of Londonderry;Lord Adolphus Vane-Tempest"
Q3087169,Frederick Sykes,7913,0,0,0,,,,1,,
Q309602,"Sir Henry Rawlinson, 1st Baronet",5518,0,0,0,,,,1,,
Q310046,Peter Mandelson,465,1,1,0,grandparent,grandparent,HoC,1,rush,Herbert Morrison
Q3101091,"Geoffrey Lloyd, Baron Geoffrey-Lloyd",8540,0,0,0,,,,1,,
Q310121,"William Parsons, 3rd Earl of Rosse",5302,0,0,0,,,,1,,
